,negative,neutral,positive,quarter,year,timestamp
0,0.061100129061769946,0.8933034912025616,0.04559637973566843,1.0,2012.0,2012_1
1,0.06275439508097341,0.9151944227937993,0.02205118212522733,2.0,2012.0,2012_2
2,0.06818928843101715,0.9182592526506579,0.013551458918324991,3.0,2012.0,2012_3
3,0.06402119507348687,0.9086213979693644,0.027357406957148726,4.0,2012.0,2012_4
4,0.06132377751330709,0.9242509449014557,0.014425277585237305,1.0,2013.0,2013_1
5,0.05467363535308228,0.9221190787292548,0.02320728591766289,2.0,2013.0,2013_2
6,0.06660751533264843,0.9162541639425921,0.017138320724759504,3.0,2013.0,2013_3
7,0.05490025698385993,0.912283458743922,0.03281628427221801,4.0,2013.0,2013_4
8,0.059484179024177006,0.8994754362957732,0.041040384680049766,1.0,2014.0,2014_1
10,0.06815293602103419,0.9067813321647678,0.02506573181419807,2.0,2014.0,2014_2
11,0.05970626223352552,0.9033434974234698,0.03695024034300475,3.0,2014.0,2014_3
9,0.052028067773404074,0.916947154239641,0.03102477798695495,4.0,2014.0,2014_4
12,0.05098897363445155,0.8988931143640188,0.050117912001529666,1.0,2015.0,2015_1
13,0.05026972010178117,0.9123256997455471,0.03740458015267176,2.0,2015.0,2015_2
14,0.05305624949633331,0.9104984285599161,0.036445321943750504,3.0,2015.0,2015_3
15,0.055481106704954646,0.8885910934864852,0.0559277998085601,4.0,2015.0,2015_4
16,0.04462433740493201,0.9116731965890759,0.04370246600599217,1.0,2016.0,2016_1
17,0.05475161987041037,0.9134749220062395,0.03177345812335013,2.0,2016.0,2016_2
18,0.044073409686766936,0.9233061956671726,0.03262039464606044,3.0,2016.0,2016_3
19,0.06165129204148284,0.9139593957103841,0.02438931224813308,4.0,2016.0,2016_4
