,negative,neutral,positive,quarter,year,timestamp
0,0.07623318385650224,0.9125560538116592,0.011210762331838564,1.0,2012.0,2012_1
1,0.0771651506660344,0.911410958313575,0.011423891020390568,2.0,2012.0,2012_2
2,0.06769825918762089,0.9090909090909091,0.02321083172147002,3.0,2012.0,2012_3
3,0.05490018881017315,0.8995755805509384,0.04552423063888844,4.0,2012.0,2012_4
4,0.05870346972494898,0.905432986684809,0.035863543590242006,1.0,2013.0,2013_1
5,0.058566978193146414,0.9003115264797508,0.041121495327102804,2.0,2013.0,2013_2
6,0.04643315845614646,0.9200426671310709,0.03352417441278272,3.0,2013.0,2013_3
7,0.045661434323393826,0.9244033378070841,0.029935227869522088,4.0,2013.0,2013_4
8,0.04717698980368285,0.9274691827727896,0.02535382742352762,1.0,2014.0,2014_1
9,0.057326703714536416,0.9081602807838549,0.03451301550160866,2.0,2014.0,2014_2
10,0.05678471461603992,0.9114275282949982,0.03178775708896191,3.0,2014.0,2014_3
11,0.05565627619548902,0.9224126167222255,0.021931107082285514,4.0,2014.0,2014_4
12,0.0382992125984252,0.9201889763779527,0.041511811023622044,1.0,2015.0,2015_1
13,0.04567307692307692,0.9290865384615384,0.025240384615384616,2.0,2015.0,2015_2
14,0.05450252951096121,0.9190556492411467,0.026441821247892076,3.0,2015.0,2015_3
15,0.04883702758315318,0.9329304821191363,0.01823249029771052,4.0,2015.0,2015_4
16,0.03797921179720572,0.9465389431007413,0.015481845102052983,1.0,2016.0,2016_1
17,0.03840916561017984,0.9358595107292107,0.025731323660609477,2.0,2016.0,2016_2
18,0.0639385287793874,0.9096260265764337,0.026435444644178914,3.0,2016.0,2016_3
19,0.05947290678690818,0.9115680634377672,0.028959029775324576,4.0,2016.0,2016_4
