,negative,neutral,positive,quarter,year,timestamp
0,0.06604934053167498,0.8918198592223058,0.04213080024601927,1.0,2012.0,2012_1
1,0.09934917274366815,0.881047596643927,0.019603230612404925,2.0,2012.0,2012_2
2,0.071325373459819,0.8864082433758587,0.04226638316432232,3.0,2012.0,2012_3
3,0.06767836686360068,0.8996794995559331,0.03264213358046621,4.0,2012.0,2012_4
4,0.06454521546380133,0.9091558026824962,0.02629898185370252,1.0,2013.0,2013_1
5,0.06712203629115975,0.9089606776564382,0.02391728605240211,2.0,2013.0,2013_2
6,0.0621430970775949,0.9225898555592879,0.015267047363117231,3.0,2013.0,2013_3
7,0.06404782237403928,0.9122544833475662,0.023697694278394535,4.0,2013.0,2013_4
8,0.05620740532565165,0.9180425771095342,0.025750017564814164,1.0,2014.0,2014_1
9,0.0525323275862069,0.91640625,0.031061422413793102,2.0,2014.0,2014_2
10,0.0535475234270415,0.9223560910307899,0.024096385542168676,3.0,2014.0,2014_3
11,0.05645033949155219,0.8992578556766145,0.04429180483183325,4.0,2014.0,2014_4
12,0.05716634073066349,0.9343309809256582,0.008502678343678259,1.0,2015.0,2015_1
13,0.05479802978609439,0.9196893303368693,0.025512639877036294,2.0,2015.0,2015_2
14,0.047660666468313004,0.9089556679559655,0.043383665575721514,3.0,2015.0,2015_3
15,0.05023514322359983,0.9231152914350862,0.026649565341313953,4.0,2015.0,2015_4
16,0.04149245156554211,0.9414637260221506,0.0170438224123073,1.0,2016.0,2016_1
17,0.04409505275017925,0.9330806787531155,0.022824268496705248,2.0,2016.0,2016_2
18,0.05480596155230758,0.9116855065159478,0.033508531931744544,3.0,2016.0,2016_3
19,0.036468449430520376,0.9227123700607549,0.04081918050872477,4.0,2016.0,2016_4
