,negative,neutral,positive,quarter,year,timestamp
0,0.06209232947363098,0.9118420387318602,0.026065631794508774,1.0,2012.0,2012_1
1,0.06455709826714025,0.9134861694112582,0.02195673232160155,2.0,2012.0,2012_2
2,0.08026190844246185,0.8971247488019787,0.02261334275555948,3.0,2012.0,2012_3
3,0.0787776770684967,0.906681341447624,0.014540981483879322,4.0,2012.0,2012_4
4,0.046337686621672945,0.9490460747363193,0.0046162386420077715,1.0,2013.0,2013_1
5,0.05873986630635756,0.9210496373204381,0.020210496373204382,2.0,2013.0,2013_2
6,0.052865765011674525,0.9409004801973655,0.006233754790959954,3.0,2013.0,2013_3
7,0.06560219298759416,0.9078054894977918,0.02659231751461406,4.0,2013.0,2013_4
8,0.05727617198509379,0.9265336798922744,0.01619014812263176,1.0,2014.0,2014_1
9,0.06290788661969544,0.911133478359687,0.025958635020617554,2.0,2014.0,2014_2
10,0.05690553823452412,0.9176523787990575,0.025442082966418353,3.0,2014.0,2014_3
11,0.06998034909259045,0.9061611374407583,0.023858513466651254,4.0,2014.0,2014_4
12,0.07055076310550763,0.9018978102189781,0.027551426675514266,1.0,2015.0,2015_1
13,0.04755889597675741,0.9308406492768269,0.021600454746415716,2.0,2015.0,2015_2
14,0.046261729391585106,0.9383345104765749,0.015403760131840043,3.0,2015.0,2015_3
15,0.06609796943688508,0.9055683483357756,0.028333682227339334,4.0,2015.0,2015_4
16,0.05325824073604275,0.9281377374126879,0.0186040218512693,1.0,2016.0,2016_1
17,0.06743300052548608,0.9055044666316343,0.027062532842879662,2.0,2016.0,2016_2
18,0.0652875009832455,0.9185715409423425,0.01614095807441202,3.0,2016.0,2016_3
19,0.051362548201665734,0.928324660617268,0.020312791181066242,4.0,2016.0,2016_4
