"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"01000","Alabama","5","SA40","93","...","    Imputed interest receipts 1/",177185,194929,214255,233602,245413,262124,285035,306737,328035,348584,368677,418207,530002,619172,685419,761235,891067,1079662,1161990,1311012,1525690,1642809,1941131,2194857,2579792,3079294,3317299,3771997,4129616,4474917,4749986,5179840,5432198,5675227,5992430,6231172,6509520,7094685,7024528,7635923,7754401,7836489,8224780,8200610,8206878,8412547,8619798,8960001,9165021,9749483,10421494,10728176,11335008,10537987,10293731,10476323,10579616,10903701
"01000","Alabama","5","SA40","94","...","    Monetary interest receipts",86170,92092,106618,113997,128305,143324,160817,172909,175859,185247,240179,317577,373003,415944,459476,555428,677948,744157,832470,991978,1122745,1384585,1842735,2464757,2762905,2637960,3167201,3271022,3350427,3299339,3605419,4433573,4472102,4123006,3803069,3544597,3629187,4045624,4003051,4234021,4985709,4682842,5372359,5488232,4461373,4225826,3463486,4683858,5280926,6160926,5984872,4903059,4693380,3966116,3988483,3551668,3794425,3599812
"01000","Alabama","5","SA40","95","...","  Rental income of persons 2/",156975,167702,176732,184865,193850,202098,203194,208377,213244,220819,216628,234250,257139,271298,269458,264979,277793,270687,245556,184455,195188,193665,225257,306462,312911,283825,286758,310667,234623,237291,308327,327222,404203,549296,787702,1057259,1285579,1437571,1566252,1651243,1854061,2032020,2136231,2517496,2705379,2807866,3004540,2529918,2170535,1881528,2650616,3487421,4316936,5418102,5734116,6050591,6292218,6829151
"01000","Alabama","5","SA40","96","...","    Imputed rent",104175,115509,126281,135740,146422,153217,156401,161850,169740,177422,174578,193402,206041,221022,218601,207860,212085,196043,169346,107155,115752,103505,99834,109954,59753,53867,27973,6446,-32395,-22491,57463,85813,149968,248264,400374,626434,804209,866775,1030226,1064726,1250370,1419026,1540252,1880725,2041161,2112820,2348891,1842334,1465827,1107662,1717441,2573305,3238078,4105445,4389898,4660460,4857828,5267089
"01000","Alabama","5","SA40","97","...","    Monetary rent",52800,52193,50451,49125,47428,48881,46793,46527,43504,43397,42050,40848,51098,50276,50857,57119,65708,74644,76210,77300,79436,90160,125423,196508,253158,229958,258785,304221,267018,259782,250864,241409,254235,301032,387328,430825,481370,570796,536026,586517,603691,612994,595979,636771,664218,695046,655649,687584,704708,773866,933175,914116,1078858,1312657,1344218,1390131,1434390,1562062
"02000","Alaska","8","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",71088,76200,91458,91323,95905,106962,122057,130888,139099,149880,156107,194329,241058,266539,292508,330382,384247,461659,516993,573434,660199,739893,831672,976923,1212702,1415128,1560759,1703942,1748624,1742700,1798200,2037374,2153977,2194118,2362015,2569253,2764919,2912227,3009926,3175201,3256321,3236069,3431739,3420202,3369667,3444989,3658733,3881209,4338504,4969613,5422891,5097582,5493322,6068524,6557774,6286156,6682666,6908283
"02000","Alaska","8","SA40","91","...","  Personal dividend income",2374,2399,3926,3830,4180,5492,6900,6898,7302,8868,6598,8222,10061,12005,14325,15509,19355,31007,37789,40581,46379,53277,66999,87842,127965,140705,145910,168100,186740,211740,233297,309213,355799,368470,389739,437242,534815,595052,661781,707149,683967,665178,721777,663450,653209,683357,920992,1003372,1279144,1589888,1788457,1382054,1477571,1790784,2082475,1809904,2139089,2200746
"02000","Alaska","8","SA40","92","...","  Personal interest income",61432,65370,77311,75991,78983,87606,98440,103989,108193,113646,119173,144768,194369,219363,243483,276405,323613,392237,439918,498603,577456,647395,716988,829201,1018392,1171117,1308283,1408049,1456617,1444820,1476664,1642053,1685953,1710396,1808564,1888715,1922567,2012925,2011682,2125999,2197981,2174557,2311003,2313547,2257113,2289825,2181713,2431300,2639362,2976313,3068100,2993554,3074814,3105690,3190255,3103070,3133645,3173681
"02000","Alaska","8","SA40","93","...","    Imputed interest receipts 1/",54130,57473,67859,65996,68005,73628,81971,84668,84354,90225,93795,114895,157496,175475,191801,212529,242859,295063,322900,358530,412317,441428,480095,535019,652274,780814,833790,911684,964248,982612,1001109,1090305,1130343,1186066,1285467,1367095,1389030,1452753,1441001,1528726,1511476,1525044,1567209,1558784,1634869,1712448,1724260,1792815,1886361,2038072,2123567,2248842,2365157,2402372,2454656,2468123,2455864,2534340
"02000","Alaska","8","SA40","94","...","    Monetary interest receipts",7302,7897,9452,9995,10978,13978,16469,19321,23839,23421,25378,29873,36873,43888,51682,63876,80754,97174,117018,140073,165139,205967,236893,294182,366118,390303,474493,496365,492369,462208,475555,551748,555610,524330,523097,521620,533537,560172,570681,597273,686505,649513,743794,754763,622244,577377,457453,638485,753001,938241,944533,744712,709657,703318,735599,634947,677781,639341
"02000","Alaska","8","SA40","95","...","  Rental income of persons 2/",7282,8431,10221,11502,12742,13864,16717,20001,23604,27366,30336,41339,36628,35171,34700,38468,41279,38415,39286,34250,36364,39221,47685,59880,66345,103306,106566,127793,105267,86140,88239,86108,112225,115252,163712,243296,307537,304250,336463,342053,374373,396334,398959,443205,459345,471807,556028,446537,419998,403412,566334,721974,940937,1172050,1285044,1373182,1409932,1533856
"02000","Alaska","8","SA40","96","...","    Imputed rent",6174,7230,9109,10122,11155,11994,12543,13278,14241,15121,15114,19759,18974,20679,20561,19712,20362,19368,16752,9943,11109,9424,9030,10178,4307,3569,73,-3798,-11028,-11491,-1937,-1263,4040,13273,34924,73345,103445,116993,144922,151839,184477,212898,224036,250851,268639,283863,311409,257795,198610,149320,249980,393255,552365,708809,775890,853088,860293,937984
"02000","Alaska","8","SA40","97","...","    Monetary rent",1108,1201,1112,1380,1587,1870,4174,6723,9363,12245,15222,21580,17654,14492,14139,18756,20917,19047,22534,24307,25255,29797,38655,49702,62038,99737,106493,131591,116295,97631,90176,87371,108185,101979,128788,169951,204092,187257,191541,190214,189896,183436,174923,192354,190706,187944,244619,188742,221388,254092,316354,328719,388572,463241,509154,520094,549639,595872
"04000","Arizona","6","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",354933,400500,450618,510417,541366,582269,629944,673719,709060,770171,925209,1176096,1407352,1599470,1795590,2071412,2406125,2661128,2885313,3264617,3907088,4607564,5672521,7033292,7711133,8628355,9847155,10971243,11946206,12729687,13406115,15353082,15619312,15392465,15332657,16373858,18339522,19919671,21428050,23585839,25414441,25762440,27811236,27589592,27754529,29408921,32222484,36869960,41107475,44201440,43631202,37749699,37045381,40510085,44501619,44902312,48316693,49793428
"04000","Arizona","6","SA40","91","...","  Personal dividend income",53636,61541,72797,77681,86251,99986,117744,137887,138987,143566,199602,214862,228168,247652,278853,322088,367492,367783,451928,534548,640559,757139,864377,1012347,1062322,1184237,1298485,1442229,1597418,1713129,1917409,2288285,2399341,2620388,2717826,2966950,3471091,3928743,4776335,5470024,5726475,5444305,6067533,5872688,6432296,6995697,9608190,10607555,13338362,14880735,13075270,8617297,8851090,10931400,13167177,12564301,14537729,14955108
"04000","Arizona","6","SA40","92","...","  Personal interest income",182443,215088,243220,269330,303476,326991,353575,370946,398367,446676,546277,744291,942271,1097224,1249335,1478487,1781511,2043796,2200056,2544906,3062455,3652042,4573493,5713743,6344264,7077219,8183999,9117155,9999150,10688972,11111181,12694595,12759051,12140203,11735880,12096192,13126072,14080586,14572710,15771650,16987210,17319384,18579090,18150597,17520236,18273305,18027458,21552370,23454486,25710120,25430859,22614131,20801220,21086551,22251671,22079779,22744021,22836710
"04000","Arizona","6","SA40","93","...","    Imputed interest receipts 1/",86151,99044,108344,122998,134842,151989,168818,184341,199755,229454,260739,344509,455685,542579,626373,716284,845121,1044200,1104457,1255182,1503389,1637714,1925135,2196468,2593055,3282752,3545927,4212130,4779907,5339735,5550253,6030980,6203452,6338579,6583434,7078042,7673486,8283862,8533678,9421016,9618299,10087676,10613544,10317186,10661941,11317371,12026977,13008473,13504982,14297585,14878146,14534243,14190890,14310864,14647088,15140140,15332289,15819629
"04000","Arizona","6","SA40","94","...","    Monetary interest receipts",96292,116044,134876,146332,168634,175002,184757,186605,198612,217222,285538,399782,486586,554645,622962,762203,936390,999596,1095599,1289724,1559066,2014328,2648358,3517275,3751209,3794467,4638072,4905025,5219243,5349237,5560928,6663615,6555599,5801624,5152446,5018150,5452586,5796724,6039032,6350634,7368911,7231708,7965546,7833411,6858295,6955934,6000481,8543897,9949504,11412535,10552713,8079888,6610330,6775687,7604583,6939639,7411732,7017081
"04000","Arizona","6","SA40","95","...","  Rental income of persons 2/",118854,123871,134601,163406,151639,155292,158625,164886,171706,179929,179330,216943,236913,254594,267402,270837,257122,249549,233329,185163,204074,198383,234651,307202,304547,366899,364671,411859,349638,327586,377525,370202,460920,631874,878951,1310716,1742359,1910342,2079005,2344165,2700756,2998751,3164613,3566307,3801997,4139919,4586836,4710035,4314627,3610585,5125073,6518271,7393071,8492134,9082771,10258232,11034943,12001610
"04000","Arizona","6","SA40","96","...","    Imputed rent",63594,71519,78915,86597,94597,100703,104299,109407,116099,121823,121528,160011,163028,175635,175941,168094,172881,163117,141120,86830,97244,80348,77771,88127,42220,38698,12874,-12998,-61654,-59363,22565,39161,96533,201155,403028,753727,1040972,1170266,1456304,1530898,1842974,2119380,2280651,2597316,2886526,3226809,3621423,3661297,3195750,2284224,3472849,4821688,5409192,6098291,6560913,7640781,8309194,9046421
"04000","Arizona","6","SA40","97","...","    Monetary rent",55260,52352,55686,76809,57042,54589,54326,55479,55607,58106,57802,56932,73885,78959,91461,102743,84241,86432,92209,98333,106830,118035,156880,219075,262327,328201,351797,424857,411292,386949,354960,331041,364387,430719,475923,556989,701387,740076,622701,813267,857782,879371,883962,968991,915471,913110,965413,1048738,1118877,1326361,1652224,1696583,1983879,2393843,2521858,2617451,2725749,2955189
"05000","Arkansas","5","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",252548,269378,290693,319941,357554,389364,426690,487850,536130,576097,546246,662244,773464,866053,952973,1103903,1327446,1527843,1657142,1868664,2151927,2457314,3026955,3764228,4332755,4573785,5054460,5572655,5781227,5667776,6047613,6713849,7001199,6957688,7208278,7572212,7998326,8571386,9223440,9723460,10386048,10297181,10936108,11107345,10944723,11181280,11629998,12990930,14680941,16816821,18256158,16426941,15939617,19003107,22881264,20784509,22761316,23047298
"05000","Arkansas","5","SA40","91","...","  Personal dividend income",27261,29698,32134,35595,41368,49823,59175,68049,67080,65028,77342,84500,90701,99429,112280,133054,156022,165545,197220,229401,265494,305625,335362,382056,465106,424966,443565,518036,577973,626105,764783,902227,994060,1098224,1205855,1338625,1598461,1745809,2023446,2308361,2351863,2302099,2266886,2131612,2418106,2727020,3699167,4050384,5244258,6240981,6458877,4401590,4264998,6243275,8543957,7570734,9116310,9302698
"05000","Arkansas","5","SA40","92","...","  Personal interest income",132501,141940,160565,177343,203853,217188,245037,295944,339227,377109,341533,422643,523981,602517,677209,798797,971893,1161599,1275795,1489021,1723404,1989570,2501382,3122952,3590879,3912894,4373799,4800230,5019926,4868037,5070621,5590337,5738633,5525367,5540089,5608343,5645112,6007030,6243217,6489538,7010749,6911785,7523513,7617184,7092927,6907236,6423561,7459675,8138991,9433922,10219615,10040245,9181274,9723035,11044218,9732035,9963066,9750475
"05000","Arkansas","5","SA40","93","...","    Imputed interest receipts 1/",76763,81956,85666,96805,110066,114902,123903,130798,142110,154154,165470,199275,256147,300313,340517,385940,463930,593146,636934,721711,844983,895334,1055806,1202582,1447137,1800350,1904824,2219076,2417829,2505428,2597376,2754912,2887761,2976984,3159709,3325080,3392654,3623986,3722684,3967284,4050834,4116359,4350797,4344105,4366856,4395882,4445959,4713234,4886744,5381612,5999967,6363675,6205245,6466791,7000446,6601090,6633295,6690328
"05000","Arkansas","5","SA40","94","...","    Monetary interest receipts",55738,59984,74899,80538,93787,102286,121134,165146,197117,222955,176063,223368,267834,302204,336692,412857,507963,568453,638861,767310,878421,1094236,1445576,1920370,2143742,2112544,2468975,2581154,2602097,2362609,2473245,2835425,2850872,2548383,2380380,2283263,2252458,2383044,2520533,2522254,2959915,2795426,3172716,3273079,2726071,2511354,1977602,2746441,3252247,4052310,4219648,3676570,2976029,3256244,4043772,3130945,3329771,3060147
"05000","Arkansas","5","SA40","95","...","  Rental income of persons 2/",92786,97740,97994,107003,112333,122353,122478,123857,129823,133960,127371,155101,158782,164107,163484,172052,199531,200699,184127,150242,163029,162119,190211,259220,276770,235925,237096,254389,183328,173634,212209,221285,268506,334097,462334,625244,754753,818547,956777,925561,1023436,1083297,1145709,1358549,1433690,1547024,1507270,1480871,1297692,1141918,1577666,1985106,2493345,3036797,3293089,3481740,3681940,3994125
"05000","Arkansas","5","SA40","96","...","    Imputed rent",48791,53521,57979,63067,68689,72507,74578,77700,81963,86491,85185,114517,124182,130059,132937,127262,128939,118269,103760,69250,75941,68793,65867,71439,42850,36198,21161,8427,-11819,-5039,36985,54097,89280,139867,212328,317028,397745,421499,496072,510236,594858,668826,734748,916744,1017176,1113786,1063621,985754,776455,594660,882292,1307030,1656883,2049951,2322953,2443023,2555080,2772333
"05000","Arkansas","5","SA40","97","...","    Monetary rent",43995,44219,40015,43936,43644,49846,47900,46157,47860,47469,42186,40584,34600,34048,30547,44790,70592,82430,80367,80992,87088,93326,124344,187781,233920,199727,215935,245962,195147,178673,175224,167188,179226,194230,250006,308216,357008,397048,460705,415325,428578,414471,410961,441805,416514,433238,443649,495117,521237,547258,695374,678076,836462,986846,970136,1038717,1126860,1221792
"06000","California","8","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",6392342,6882051,7454661,7867356,8512385,9156868,10060004,10919434,11683326,12402958,13022429,14930172,16613093,17954198,19502628,21682411,24773407,27158041,29123453,32242751,37387404,43067961,52160556,64206748,70431411,77493890,88896470,94936868,99318320,102679254,110935678,125663011,133030864,132456533,133664524,136775568,143179491,154962205,165367567,176239739,190669879,192614245,210465558,214567129,210462070,221897558,238713460,265782148,301610379,321668021,330544297,293107685,291582767,330202209,370567697,367755446,401631517,416270441
"06000","California","8","SA40","91","...","  Personal dividend income",1183235,1282191,1364436,1414901,1537507,1655922,1856485,2087302,2143335,2228969,2466039,2574070,2589372,2670141,2871184,3182065,3529689,3578880,4291448,4989142,5681290,6451421,7397351,8702688,8444683,9740049,10862135,11472292,12610617,13273222,15129545,18244306,19618619,20887396,21453744,22647375,25237696,27684689,32796930,37812528,40205249,40521304,45507730,44392177,48155768,52840417,69292390,72777378,92985941,102457389,98786020,67137561,66901464,85416348,105613111,100433624,118320621,121852134
"06000","California","8","SA40","92","...","  Personal interest income",3368559,3655242,4027101,4338162,4763605,5230874,5852218,6384065,6973770,7492843,7877785,9478161,11208608,12241803,13379156,15053114,17662481,19986945,21490481,24666412,28997837,33871295,41378511,51156759,57500477,62947800,72935290,78158381,82337533,85483864,90997637,102869284,107384907,103306873,99119472,95446807,95429087,102790693,104303280,109343871,117809833,116864585,129360014,132021795,121891155,123547147,118633996,143886255,165199708,180778703,178306855,161358390,146987431,153206594,164624489,158919761,164021232,164601851
"06000","California","8","SA40","93","...","    Imputed interest receipts 1/",1369807,1548093,1712592,1921918,2084727,2288598,2537749,2689709,2910171,3196155,3497347,4511295,5596761,6173303,6835059,7401160,8536423,10443226,10940555,12237936,14271981,15142081,17555722,19964739,23206611,28931694,31239286,36099822,39719918,43427206,45725413,49453842,52264739,53395440,54723317,55331276,55792014,59851970,60093535,64502219,65476865,67157272,72205736,72131481,72256055,75230352,77919987,84423386,91080276,96069108,99492767,99262294,96765485,99425619,103223504,104736122,106171647,109963512
"06000","California","8","SA40","94","...","    Monetary interest receipts",1998752,2107149,2314509,2416244,2678878,2942276,3314469,3694356,4063599,4296688,4380438,4966866,5611847,6068500,6544097,7651954,9126058,9543719,10549926,12428476,14725856,18729214,23822789,31192020,34293866,34016106,41696004,42058559,42617615,42056658,45272224,53415442,55120168,49911433,44396155,40115531,39637073,42938723,44209745,44841652,52332968,49707313,57154278,59890314,49635100,48316795,40714009,59462869,74119432,84709595,78814088,62096096,50221946,53780975,61400985,54183639,57849585,54638339
"06000","California","8","SA40","95","...","  Rental income of persons 2/",1840548,1944618,2063124,2114293,2211273,2270072,2351301,2448067,2566221,2681146,2678605,2877941,2815113,3042254,3252288,3447232,3581237,3592216,3341524,2587197,2708277,2745245,3384694,4347301,4486251,4806041,5099045,5306195,4370170,3922168,4808496,4549421,6027338,8262264,13091308,18681386,22512708,24486823,28267357,29083340,32654797,35228356,35597814,38153157,40415147,45509994,50787074,49118515,43424730,38431929,53451422,64611734,77693872,91579267,100330097,108402061,119289664,129816456
"06000","California","8","SA40","96","...","    Imputed rent",1153743,1276815,1393434,1493017,1608729,1678539,1707863,1760161,1837965,1914090,1875379,2031701,1929752,2156116,2199769,2173595,2312786,2261023,2010390,1104587,1099324,841667,882741,853493,132901,-70997,-585154,-1253681,-2429771,-2558990,-1325242,-1414033,-913091,55279,2783186,7157432,10223860,11472861,14065035,14504673,17520789,20055317,20811792,21823174,24258983,28990969,33468810,30453671,23633901,16228466,25945930,36737141,44786498,54670700,59231788,69089002,79153718,86304018
"06000","California","8","SA40","97","...","    Monetary rent",686805,667803,669690,621276,602544,591533,643438,687906,728256,767056,803226,846240,885361,886138,1052519,1273637,1268451,1331193,1331134,1482610,1608953,1903578,2501953,3493808,4353350,4877038,5684199,6559876,6799941,6481158,6133738,5963454,6940429,8206985,10308122,11523954,12288848,13013962,14202322,14578667,15134008,15173039,14786022,16329983,16156164,16519025,17318264,18664844,19790829,22203463,27505492,27874593,32907374,36908567,41098309,39313059,40135946,43512438
"08000","Colorado","7","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",611075,652446,691164,741016,811119,859454,913218,970342,1040178,1130038,1207153,1417468,1647987,1826020,2013538,2311545,2665073,2948764,3186123,3565260,4143946,4778490,5802446,7166229,8100923,8836869,9800287,10492613,10886166,11131576,11755206,13549457,14076821,14355070,14846130,16032647,17916331,20007240,21700384,23274391,25341750,25707474,28531667,29480308,28797617,29631266,30906365,34039185,38437440,43218664,44118647,39905993,38444673,45808310,50684288,51253332,55582050,57311869
"08000","Colorado","7","SA40","91","...","  Personal dividend income",106128,115609,116419,122487,135967,148764,165161,176054,176741,186629,202742,222930,231354,246234,271921,315665,362520,373423,448107,520849,624513,736991,840058,986236,1032874,1109553,1155229,1277677,1394161,1522278,1806739,2225501,2471053,2738458,2948805,3360817,4103657,4639452,5502560,6219115,6564315,6727366,7573674,7467326,7678917,7802409,9727910,10297123,13365788,15902569,15602458,11006354,10045998,13805171,16394589,15791515,18269482,18788028
"08000","Colorado","7","SA40","92","...","  Personal interest income",319057,342669,370151,408084,454806,485774,512681,548608,602518,673987,730441,878232,1091334,1237228,1395722,1633511,1942305,2234053,2415725,2791065,3245639,3768003,4628305,5732128,6579209,7184478,8115804,8620991,9049426,9223391,9530495,10929439,11143331,11021302,10990546,11231774,11935844,13144890,13506003,14238640,15558979,15472743,17220487,17872463,16848709,17140332,16502037,19541291,21423586,24120951,23618756,22619200,20729467,22493723,23978551,24111499,24966029,25081083
"08000","Colorado","7","SA40","93","...","    Imputed interest receipts 1/",144543,160192,179353,201456,223494,236530,262622,278726,301648,335495,374980,446107,579029,662203,756575,858445,994715,1214360,1287317,1458293,1693054,1814278,2108576,2414974,2876277,3523482,3758973,4257835,4639529,4966301,5116688,5566573,5794039,6094724,6465428,6898574,7317260,8011315,8173324,8824103,9112525,9364058,10117955,10286638,10426328,10802326,11192951,12010373,12506074,13494929,13966542,14488666,14217465,15138156,15633025,16399344,16731173,17297389
"08000","Colorado","7","SA40","94","...","    Monetary interest receipts",174514,182477,190798,206628,231312,249244,250059,269882,300870,338492,355461,432125,512305,575025,639147,775066,947590,1019693,1128408,1332772,1552585,1953725,2519729,3317154,3702932,3660996,4356831,4363156,4409897,4257090,4413807,5362866,5349292,4926578,4525118,4333200,4618584,5133575,5332679,5414537,6446454,6108685,7102532,7585825,6422381,6338006,5309086,7530918,8917512,10626022,9652214,8130534,6512002,7355567,8345526,7712155,8234856,7783694
"08000","Colorado","7","SA40","95","...","  Rental income of persons 2/",185890,194168,204594,210445,220346,224916,235376,245680,260919,269422,273970,316306,325299,342558,345895,362369,360248,341288,322291,253346,273794,273496,334083,447865,488840,542838,529254,593945,442579,385907,417972,394517,462437,595310,906779,1440056,1876830,2222898,2691821,2816636,3218456,3507365,3737506,4140519,4269991,4688525,4676418,4200771,3648066,3195144,4897433,6280439,7669208,9509416,10311148,11350318,12346539,13442758
"08000","Colorado","7","SA40","96","...","    Imputed rent",97800,108244,118052,126024,135177,140783,143036,147319,153816,160756,156820,193753,199784,214558,213489,205176,212118,199110,172916,101991,103976,83942,83909,84473,31565,19839,-10718,-47430,-108377,-107258,-31424,-23987,15994,84791,272346,671139,1017487,1202003,1524511,1617853,1990033,2316060,2462107,2684978,2900937,3298178,3268674,2642793,2049246,1451860,2503069,3907191,4974748,6187304,6804324,7574799,8203952,8951309
"08000","Colorado","7","SA40","97","...","    Monetary rent",88090,85924,86542,84421,85169,84133,92340,98361,107103,108666,117150,122553,125515,128000,132406,157193,148130,142178,149375,151355,169818,189554,250174,363392,457275,522999,539972,641375,550956,493165,449396,418504,446443,510519,634433,768917,859343,1020895,1167310,1198783,1228423,1191305,1275399,1455541,1369054,1390347,1407744,1557978,1598820,1743284,2394364,2373248,2694460,3322112,3506824,3775519,4142587,4491449
