"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"18000","Indiana","3","SA40","96","...","    Imputed rent",233385,255785,276684,289338,304914,312530,313096,318494,328783,338330,328931,356844,367798,394361,389421,366276,365113,341877,299227,196627,198794,152862,145185,145462,64123,43849,630,-47407,-124380,-117605,-9991,11286,75489,166239,366508,730309,1022858,1153830,1421871,1480126,1787133,2051731,2181880,2490876,2580693,2724338,2848378,2341310,1778543,1304717,2104140,3203586,4064702,5043685,5538497,6023570,6286061,6862804
"18000","Indiana","3","SA40","97","...","    Monetary rent",141290,124016,126972,132006,137887,148691,134595,140313,123995,95220,105283,95128,95515,119121,123146,191441,189645,221667,217197,208225,227262,245050,298866,387498,441914,401010,452804,518338,453094,426517,424441,408948,485034,527593,669576,807696,837072,971354,912422,1035643,1075667,1044919,1010957,1079498,1016332,1001935,1027913,1066965,1075243,1126528,1357846,1352601,1579462,1883806,1968415,2040450,2105346,2282843
"19000","Iowa","4","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",752879,824796,857336,922403,960739,1030754,1108990,1187861,1263155,1254762,1450647,1642496,1830551,1992596,2193119,2525136,2886597,3286286,3534916,4006724,4457835,5027339,6032717,7386206,8542641,8933145,9577669,9729301,9832666,9617622,9744352,10581143,11001157,11038980,11154514,11284233,11690014,12921181,13877086,14854214,15784387,15333307,16351452,16458581,16261682,16017484,16544565,16298806,17718384,19917599,20980772,19640750,19334885,21800512,23993120,23610101,25000811,25826817
"19000","Iowa","4","SA40","91","...","  Personal dividend income",85322,101311,111885,120849,123955,130647,137019,154881,154518,160059,175488,190722,197148,208303,227640,267334,311716,330084,394008,457685,520767,591616,652340,744849,787482,836175,872379,900591,992562,1073307,1209344,1513769,1615216,1759925,1866046,2040559,2341477,2546077,2979828,3500113,3606192,3446441,3596929,3625487,3953235,3929229,5098510,4942365,6082113,7222890,7243199,5282287,5239781,6540763,7922316,7609493,8487472,8730234
"19000","Iowa","4","SA40","92","...","  Personal interest income",322675,362403,393291,417786,440349,472874,534559,597765,645112,666249,826695,1051445,1225685,1356681,1480773,1708766,2048610,2469575,2689741,3148374,3507466,4011027,4884608,6025798,7105947,7665281,8248811,8378170,8539175,8268813,8221358,8750343,9021293,8812680,8636882,8347384,8258586,9096345,9378994,9862664,10579459,10186978,11011800,10877138,10367309,10009217,9262016,9282594,9790148,11011295,11465777,11432515,10452300,10704336,10975956,10565537,10850693,10926359
"19000","Iowa","4","SA40","93","...","    Imputed interest receipts 1/",125236,138440,151994,167799,179772,192181,215265,237776,262310,285879,312332,397620,475944,540034,595781,655458,779909,1051667,1105186,1252821,1394014,1426254,1663848,1877524,2326901,2998170,3008222,3394090,3631248,3775880,3774584,3891825,4068181,4225718,4431490,4542277,4559178,5002296,5104822,5518826,5579030,5589987,5873249,5694384,5853698,5855176,5928971,5519007,5558323,6001235,6556238,7081750,6913177,7009015,7010250,7085477,7130797,7384373
"19000","Iowa","4","SA40","94","...","    Monetary interest receipts",197439,223963,241297,249987,260577,280693,319294,359989,382802,380370,514363,653825,749741,816647,884992,1053308,1268701,1417908,1584555,1895553,2113452,2584773,3220760,4148274,4779046,4667111,5240589,4984080,4907927,4492933,4446774,4858518,4953112,4586962,4205392,3805107,3699408,4094049,4274172,4343838,5000429,4596991,5138551,5182754,4513611,4154041,3333045,3763587,4231825,5010060,4909539,4350765,3539123,3695321,3965706,3480060,3719896,3541986
"19000","Iowa","4","SA40","95","...","  Rental income of persons 2/",344882,361082,352160,383768,396435,427233,437412,435215,463525,428454,448464,400329,407718,427612,484706,549036,526271,486627,451167,400665,429602,424696,495769,615559,649212,431689,456479,450540,300929,275502,313650,317031,364648,466375,651586,896290,1089951,1278759,1518264,1491437,1598736,1699888,1742723,1955956,1941138,2079038,2184039,2073847,1846123,1683414,2271796,2925948,3642804,4555413,5094848,5435071,5662646,6170224
"19000","Iowa","4","SA40","96","...","    Imputed rent",124978,135748,145705,152330,160409,164475,164958,168215,174202,179821,175455,218113,224246,233901,234673,221258,225453,212761,191909,144300,142519,119335,118518,112291,61177,38115,10423,-19535,-58495,-52115,-26,14822,46186,87117,171428,328673,457839,514968,632427,648751,774303,880203,951215,1107914,1129444,1270831,1348072,1189294,948746,729174,1089706,1683748,2150766,2731054,3066051,3305636,3443988,3764407
"19000","Iowa","4","SA40","97","...","    Monetary rent",219904,225334,206455,231438,236026,262758,272454,267000,289323,248633,273009,182216,183472,193711,250033,327778,300818,273866,259258,256365,287083,305361,377251,503268,588035,393574,446056,470075,359424,327617,313676,302209,318462,379258,480158,567617,632112,763791,885837,842686,824433,819685,791508,848042,811694,808207,835967,884553,897377,954240,1182090,1242200,1492038,1824359,2028797,2129435,2218658,2405817
"20000","Kansas","4","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",693705,729793,768423,796138,825606,847413,894323,951408,976199,989623,1051127,1233757,1389456,1517741,1667512,1877935,2204742,2503205,2654555,2949232,3319508,3753645,4622742,5762426,6836580,7153951,7815575,8368017,8560325,8623810,9148453,9591132,10014890,10393018,10646391,10986887,11595233,12283397,13056182,13955522,15069389,14755729,15825534,15592972,15091474,14990180,15336693,16242451,19271923,21446291,23552474,20352369,19100033,22175707,24519909,23786270,25530752,26155149
"20000","Kansas","4","SA40","91","...","  Personal dividend income",73115,86132,91358,95601,104026,120534,138029,151981,150849,152777,160519,183252,189102,199879,219177,253461,290771,319639,374986,427013,486234,553007,616102,708658,777242,766066,777462,843734,921985,1005162,1251593,1380345,1501934,1693597,1763123,1957019,2245417,2430594,2891644,3333737,3505759,3391750,3682740,3492884,3722216,3936208,4932437,5323570,7108672,8088702,9001281,6126551,5583812,7072148,8564612,8159294,9352141,9582148
"20000","Kansas","4","SA40","92","...","  Personal interest income",295431,322275,342459,361808,382198,406945,460417,506911,546104,580026,648119,790032,943687,1043178,1140608,1306588,1555607,1832815,1960686,2249566,2538893,2902724,3648489,4561599,5498300,5941181,6595966,7060404,7362925,7369215,7619274,7938848,8176124,8273040,8344809,8269176,8409377,8876522,9045225,9456773,10280099,9990610,10705885,10465646,9723506,9327156,8601554,9207491,10699366,12029562,12665188,11939014,10661191,11447469,11884127,11431294,11745727,11739376
"20000","Kansas","4","SA40","93","...","    Imputed interest receipts 1/",149245,161847,176373,195093,204580,210290,231437,241477,256202,275802,306158,377292,469357,524712,576878,630747,736677,929095,968514,1082634,1225630,1287522,1525259,1746326,2097769,2611158,2719559,3139601,3417307,3617924,3723135,3793603,3964823,4198861,4520349,4718065,4844211,5130201,5172681,5545123,5687103,5745101,6004316,5803638,5830159,5785222,5806692,5735693,6261195,6771327,7401606,7603427,7302813,7696821,7780582,7844314,7917404,8132334
"20000","Kansas","4","SA40","94","...","    Monetary interest receipts",146186,160428,166086,166715,177618,196655,228980,265434,289902,304224,341961,412740,474330,518466,563730,675841,818930,903720,992172,1166932,1313263,1615202,2123230,2815273,3400531,3330023,3876407,3920803,3945618,3751291,3896139,4145245,4211301,4074179,3824460,3551111,3565166,3746321,3872544,3911650,4592996,4245509,4701569,4662008,3893347,3541934,2794862,3471798,4438171,5258235,5263582,4335587,3358378,3750648,4103545,3586980,3828323,3607042
"20000","Kansas","4","SA40","95","...","  Rental income of persons 2/",325159,321386,334606,338729,339382,319934,295877,292516,279246,256820,242489,260473,256667,274684,307727,317886,358364,350751,318883,272653,294381,297914,358151,492169,561038,446704,442147,463879,275415,249433,277586,271939,336832,426381,538459,760692,940439,976281,1119313,1165012,1283531,1373369,1436909,1634442,1645752,1726816,1802702,1711390,1463885,1328027,1886005,2286804,2855030,3656090,4071170,4195682,4432884,4833625
"20000","Kansas","4","SA40","96","...","    Imputed rent",101595,111458,120641,124389,129466,131162,130025,130998,134058,137060,132029,154654,158480,167845,168341,160775,165410,156540,136858,90644,92036,79292,79269,77709,40536,28966,7302,-17487,-54619,-51452,-2624,8318,38201,80017,168080,317957,434845,483095,586007,598789,712003,809036,868555,1011177,1065258,1142875,1189246,998955,778932,582349,937831,1401092,1818724,2312780,2538373,2716288,2890955,3161675
"20000","Kansas","4","SA40","97","...","    Monetary rent",223564,209928,213965,214340,209916,188772,165852,161518,145188,119760,110460,105819,98187,106839,139386,157111,192954,194211,182025,182009,202345,218622,278882,414460,520502,417738,434845,481366,330034,300885,280210,263621,298631,346364,370379,442735,505594,493186,533306,566223,571528,564333,568354,623265,580494,583941,613456,712435,684953,745678,948174,885712,1036306,1343310,1532797,1479394,1541929,1671950
"21000","Kentucky","5","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",551896,584492,633595,668699,729752,776191,822935,856403,908237,978494,1012186,1168485,1340761,1466569,1601928,1800517,2107360,2357778,2566416,2885547,3256187,3690030,4514761,5565695,6602364,6989292,7773632,8249636,8617362,8727066,9369127,10244228,10898832,11209446,11579892,11893171,12586554,13557771,14520298,15346082,16595802,16359829,18006456,18166321,17665813,17398345,17544386,18221106,20510781,22214666,23205336,21221562,20869422,22667506,25047181,24217290,25466464,26231256
"21000","Kentucky","5","SA40","91","...","  Personal dividend income",119283,120501,126246,134837,158127,173933,191201,195627,190969,205690,200794,220674,228051,241181,264480,317828,375040,368766,428330,485056,549703,622247,671585,756232,791200,852248,905109,990855,1093715,1180184,1412748,1692225,1811970,1968879,2105857,2289601,2652525,2948066,3451193,3769986,4023507,3988922,4456018,4239769,4487287,4536759,5617139,5822642,7225220,7940592,8078855,5778316,5678637,6585402,8308246,7684393,8612763,8867280
"21000","Kentucky","5","SA40","92","...","  Personal interest income",266987,288031,320360,337868,363569,383883,422928,451422,508825,562408,608005,715930,856782,952815,1043212,1208207,1445773,1708265,1874151,2180100,2474349,2840938,3594607,4491856,5499231,5831695,6559091,6944828,7290959,7314320,7660889,8240498,8654703,8724095,8780575,8681496,8753604,9376541,9656655,10057820,10922601,10592082,11676566,11759174,10902907,10433022,9422412,10198567,11472905,12691014,12924403,12514941,11532705,11523035,11914281,11286467,11497463,11544351
"21000","Kentucky","5","SA40","93","...","    Imputed interest receipts 1/",149091,163145,176233,194349,208577,219197,232705,248916,276220,305453,324716,376028,463558,520240,570548,640824,757204,937716,1004287,1133690,1291791,1382613,1629153,1854978,2252472,2740088,2897219,3280027,3572945,3803648,3951901,4119489,4369170,4616722,4945272,5116276,5218447,5588566,5695354,6076392,6229344,6280915,6706335,6645499,6662787,6611746,6519021,6539307,6939080,7386001,7897740,8272479,8124400,8127805,8175461,8107620,8104501,8345977
"21000","Kentucky","5","SA40","94","...","    Monetary interest receipts",117896,124886,144127,143519,154992,164686,190223,202506,232605,256955,283289,339902,393224,432575,472664,567383,688569,770549,869864,1046410,1182558,1458325,1965454,2636878,3246759,3091607,3661872,3664801,3718014,3510672,3708988,4121009,4285533,4107373,3835303,3565220,3535157,3787975,3961301,3981428,4693257,4311167,4970231,5113675,4240120,3821276,2903391,3659260,4533825,5305013,5026663,4242462,3408305,3395230,3738820,3178847,3392962,3198374
"21000","Kentucky","5","SA40","95","...","  Rental income of persons 2/",165626,175960,186989,195994,208056,218375,208806,209354,208443,210396,203387,231881,255928,272573,294236,274482,286547,280747,263935,220391,232135,226845,248569,317607,311933,305349,309432,313953,232688,232562,295490,311505,432159,516472,693460,922074,1180425,1233164,1412450,1518276,1649694,1778825,1873872,2167378,2275619,2428564,2504835,2199897,1812656,1583060,2202078,2928305,3658080,4559069,4824654,5246430,5356238,5819625
"21000","Kentucky","5","SA40","96","...","    Imputed rent",100971,111134,120712,128211,137088,142263,144142,148181,154470,160317,157255,188405,200555,212211,214781,203267,204057,188220,166241,112870,122857,106382,100163,105875,61022,55215,30794,9697,-26076,-16754,51673,77785,133595,211031,332293,524392,674761,724402,864196,889626,1048157,1188676,1294535,1554911,1676494,1758538,1889365,1566536,1183063,882099,1374369,2076866,2659817,3372090,3585173,3962734,4018443,4369000
"21000","Kentucky","5","SA40","97","...","    Monetary rent",64655,64826,66277,67783,70968,76112,64664,61173,53973,50079,46132,43476,55373,60362,79455,71215,82490,92527,97694,107521,109278,120463,148406,211732,250911,250134,278638,304256,258764,249316,243817,233720,298564,305441,361167,397682,505664,508762,548254,628650,601537,590149,579337,612467,599125,670026,615470,633361,629593,700961,827709,851439,998263,1186979,1239481,1283696,1337795,1450625
"22000","Louisiana","5","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",685227,734127,772686,802271,860100,922088,960882,1035106,1097478,1163208,1213410,1348166,1518185,1662781,1805792,2003882,2404536,2683669,2871946,3189045,3719228,4264149,5359877,6785613,7882215,8610267,9521629,10332530,10258491,9976959,10413526,11422232,11970675,11947138,12214888,12643634,13322029,14597655,15351878,16348312,17469429,17065952,18444804,18336036,17900686,18039088,18222856,19648266,23538536,30783537,30379263,26472346,26261144,27927083,32462118,30309758,32628672,33557219
"22000","Louisiana","5","SA40","91","...","  Personal dividend income",99404,103592,108468,107690,115747,127276,146343,177852,183668,196759,196795,206020,214155,227779,250784,293886,342660,369581,432617,494727,578778,669386,745579,862448,986537,1007061,1019959,1154037,1211542,1249034,1500588,1810115,1971850,2119850,2323897,2584797,3058567,3458726,4074373,4428181,4619334,4363420,4714662,4450080,4791598,4952959,6218214,7278630,9583739,10874504,11534089,9170921,8663966,9751624,12130474,11063117,13005149,13337676
"22000","Louisiana","5","SA40","92","...","  Personal interest income",300009,318788,337356,357507,398169,431730,469681,519631,575915,627712,693026,803721,965309,1077264,1195237,1370532,1640520,1921059,2071909,2394279,2794114,3250962,4187209,5308140,6216317,6782506,7746817,8392901,8563351,8301322,8453298,9167149,9430449,9160537,8930035,8817033,8913044,9590707,9480012,10134096,10915069,10616926,11544381,11510645,10729086,10513796,9331886,10006407,11796818,12525563,13687511,13045157,12540197,12414123,14292511,12783145,12983956,13015438
"22000","Louisiana","5","SA40","93","...","    Imputed interest receipts 1/",166318,178590,188151,205436,228306,240548,257703,282129,310019,341623,364388,400896,499194,561614,628739,690729,813689,1025157,1074162,1215237,1424308,1533005,1874506,2211338,2689278,3283987,3499947,3984358,4209105,4325173,4397202,4610832,4841422,5017013,5199297,5338523,5468404,5889912,5794012,6283539,6372386,6392077,6708473,6617622,6715434,6856350,6635002,6599329,7161794,7420199,8371324,9061086,8988504,8720956,9605681,9041633,8987501,9229082
"22000","Louisiana","5","SA40","94","...","    Monetary interest receipts",133691,140198,149205,152071,169863,191182,211978,237502,265896,286089,328638,402825,466115,515650,566498,679803,826831,895902,997747,1179042,1369806,1717957,2312703,3096802,3527039,3498519,4246870,4408543,4354246,3976149,4056096,4556317,4589027,4143524,3730738,3478510,3444640,3700795,3686000,3850557,4542683,4224849,4835908,4893023,4013652,3657446,2696884,3407078,4635024,5105364,5316187,3984071,3551693,3693167,4686830,3741512,3996455,3786356
"22000","Louisiana","5","SA40","95","...","  Rental income of persons 2/",285814,311747,326862,337074,346184,363082,344858,337623,337895,338737,323589,338425,338721,357738,359771,339464,421356,393029,367420,300039,346336,343801,427089,615025,679361,820700,754853,785592,483598,426603,459640,444968,568376,666751,960956,1241804,1350418,1548222,1797493,1786035,1935026,2085606,2185761,2375311,2380002,2572333,2672756,2363229,2157979,7383470,5157663,4256268,5056981,5761336,6039133,6463496,6639567,7204105
"22000","Louisiana","5","SA40","96","...","    Imputed rent",136793,152013,166529,175770,186962,192923,194455,198856,206281,213723,208196,215577,232324,245027,242158,228209,231813,214936,184205,109342,117677,100029,99142,106084,50708,43402,14280,-12669,-58379,-48713,32538,55890,113739,193487,329365,536726,693662,749740,897832,928010,1099231,1250549,1339433,1438593,1521577,1699246,1732372,1460008,1121372,6245362,3626571,2810437,3267627,3662179,3874162,4248778,4325658,4711626
"22000","Louisiana","5","SA40","97","...","    Monetary rent",149021,159734,160333,161304,159222,170159,150403,138767,131614,125014,115393,122848,106397,112711,117613,111255,189543,178093,183215,190697,228659,243772,327947,508941,628653,777298,740573,798261,541977,475316,427102,389078,454637,473264,631591,705078,656756,798482,899661,858025,835795,835057,846328,936718,858425,873087,940384,903221,1036607,1138108,1531092,1445831,1789354,2099157,2164971,2214718,2313909,2492479
"23000","Maine","1","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",253078,263295,273161,283152,301993,325159,357768,396205,414939,434395,428889,497143,556524,606226,661501,724271,820549,891864,969233,1094611,1228774,1379013,1656322,2014118,2345927,2430942,2815500,2988471,3292028,3583768,3928959,4422963,4541331,4501726,4519812,4586601,4789903,5233727,5601611,5887165,6314259,6236147,6785263,6942171,6874131,7140688,7372654,7157161,7922867,8540233,8610755,7973712,8051705,8662609,9294210,9085651,9801023,10089833
"23000","Maine","1","SA40","91","...","  Personal dividend income",80300,80784,77899,77930,88176,98748,111169,128428,128104,133064,114224,123421,127540,134865,148439,159758,172161,165794,198961,228989,254093,283331,307998,346641,412812,412956,462076,474189,516926,543657,609466,755290,763722,805585,839465,906207,1031973,1117267,1342075,1504497,1565011,1489639,1610198,1581157,1718907,1963703,2418191,2154161,2561782,2835479,2737260,1977753,1927720,2289746,2683796,2486373,2863326,2938938
"23000","Maine","1","SA40","92","...","  Personal interest income",124612,132474,143536,154735,162556,173618,192078,211196,227636,238956,252859,306666,364639,399617,436477,491664,568661,651277,701960,810677,915818,1037724,1278087,1576001,1829554,1919616,2242875,2409673,2679741,2949519,3194889,3537543,3622231,3496536,3325490,3243674,3252718,3563148,3633050,3757570,4071548,4010101,4450184,4486713,4203746,4159015,3859872,4030168,4524295,4967284,4889108,4677610,4483972,4382196,4467834,4397412,4518074,4519484
"23000","Maine","1","SA40","93","...","    Imputed interest receipts 1/",61914,70462,78553,86214,90293,94221,100396,105315,110899,116522,124765,148088,185705,207601,230843,251554,283571,347646,367494,414467,473906,496804,576768,651414,777435,936126,1020725,1169311,1331927,1517880,1628863,1742365,1812711,1850313,1883237,1924923,1942522,2104889,2126013,2254552,2311320,2356272,2530863,2520955,2547884,2598891,2621976,2545092,2685577,2838015,2950806,3043605,3064354,2992401,2976318,3050020,3080454,3167761
"23000","Maine","1","SA40","94","...","    Monetary interest receipts",62698,62012,64983,68521,72263,79397,91682,105881,116737,122434,128094,158578,178934,192016,205634,240110,285090,303631,334466,396210,441912,540920,701319,924587,1052119,983490,1222150,1240362,1347814,1431639,1566026,1795178,1809520,1646223,1442253,1318751,1310196,1458259,1507037,1503018,1760228,1653829,1919321,1965758,1655862,1560124,1237896,1485076,1838718,2129269,1938302,1634005,1419618,1389795,1491516,1347392,1437620,1351723
"23000","Maine","1","SA40","95","...","  Rental income of persons 2/",48166,50037,51726,50487,51261,52793,54521,56581,59199,62375,61806,67056,64345,71744,76585,72849,79727,74793,68312,54945,58863,57958,70237,91476,103561,98370,110549,104609,95361,90592,124604,130130,155378,199605,354857,436720,505212,553312,626486,625098,677700,736407,724881,874301,951478,1017970,1094591,972832,836790,737470,984387,1318349,1640013,1990667,2142580,2201866,2419623,2631411
"23000","Maine","1","SA40","96","...","    Imputed rent",34041,37173,40047,41926,44183,45380,45569,46495,48116,49975,48426,54397,53396,57054,56527,53680,54323,50721,43446,26866,29940,25839,24131,28007,13964,12459,2871,-8047,-29444,-31630,-2271,337,19266,52823,117761,205476,262160,276595,324762,329790,385892,434054,458670,564321,642189,704498,774969,634164,512537,369569,562659,886581,1137807,1408206,1538123,1605007,1777831,1935607
"23000","Maine","1","SA40","97","...","    Monetary rent",14125,12864,11679,8561,7078,7413,8952,10086,11083,12400,13380,12659,10949,14690,20058,19169,25404,24072,24866,28079,28923,32119,46106,63469,89597,85911,107678,112656,124805,122222,126875,129793,136112,146782,237096,231244,243052,276717,301724,295308,291808,302353,266211,309980,309289,313472,319622,338668,324253,367901,421728,431768,502206,582461,604457,596859,641792,695804
"24000","Maryland","2","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",1059927,1133039,1214255,1292747,1415145,1545798,1696322,1862931,1995110,2163406,2276878,2466662,2811545,3144227,3413605,3811408,4325361,4670408,5011561,5523800,6274376,6986762,8303422,9993619,11847293,12470750,14165366,15385438,16550417,17431711,19108289,21320401,22532764,23354836,23935939,25203925,26560672,28390662,29830941,31951653,33706530,34722251,37611158,38380943,38212983,39173503,42645266,44800621,50485155,53899461,55898491,50915271,51017436,55365743,59852646,58335030,61770428,63904466
"24000","Maryland","2","SA40","91","...","  Personal dividend income",212084,230780,247023,257051,280417,316168,361763,407332,407274,424923,430940,447626,453709,471384,509723,574002,644434,634693,753527,867223,982289,1109324,1273439,1500711,1786425,1673799,1817409,1952893,2140676,2256091,2571212,3206001,3414923,3577079,3764391,4057973,4652953,5034950,5880877,6757284,7272136,7397031,8684597,8549238,9311391,9536001,12809508,12423483,15468256,17180591,16855325,11865985,11859871,13267407,16027233,14212280,16023459,16598489
"24000","Maryland","2","SA40","92","...","  Personal interest income",601285,640070,690524,738607,817275,895918,996108,1111928,1241125,1375353,1494252,1655257,2003664,2297715,2522626,2862030,3298902,3664945,3927571,4420724,5058938,5665224,6773161,8184256,9781096,10473460,12029813,13103302,14209013,15015081,16249699,17862513,18764055,19207578,19079096,19357785,19658432,20854829,21142110,22234877,22959279,23657463,25221269,25809212,24531715,24613445,24218495,27054496,30437240,32983893,33276266,31109979,29432704,30295298,30992063,30434073,31309647,31575520
"24000","Maryland","2","SA40","93","...","    Imputed interest receipts 1/",328642,359508,391582,432500,476521,522394,586942,655760,736261,807348,895544,1024425,1284644,1511048,1665684,1847822,2076346,2388915,2531760,2799095,3231614,3426091,3895049,4376384,5087152,5983435,6496255,7368036,8186526,8968080,9601057,10280206,10893596,11578281,12099284,12729769,13122801,13968766,14170740,15160852,14964189,15727349,16365421,16660208,16900748,17278111,18081575,18813237,20352454,21378921,22396529,22453012,22351025,22983259,23133817,23540302,23952866,24649332
"24000","Maryland","2","SA40","94","...","    Monetary interest receipts",272643,280562,298942,306107,340754,373524,409166,456168,504864,568005,598708,630832,719020,786667,856942,1014208,1222556,1276030,1395811,1621629,1827324,2239133,2878112,3807872,4693944,4490025,5533558,5735266,6022487,6047001,6648642,7582307,7870459,7629297,6979812,6628016,6535631,6886063,6971370,7074025,7995090,7930114,8855848,9149004,7630967,7335334,6136920,8241259,10084786,11604972,10879737,8656967,7081679,7312039,7858246,6893771,7356781,6926188
"24000","Maryland","2","SA40","95","...","  Rental income of persons 2/",246558,262189,276708,297089,317453,333712,338451,343671,346711,363130,351686,363779,354172,375128,381256,375376,382025,370770,330463,235853,233149,212214,256822,308652,279772,323491,318144,329243,200728,160539,287378,251887,353786,570179,1092452,1788167,2249287,2500883,2807954,2959492,3475115,3667757,3705292,4022493,4369877,5024057,5617263,5322642,4579659,3734977,5766900,7939307,9724861,11803038,12833350,13688677,14437322,15730457
"24000","Maryland","2","SA40","96","...","    Imputed rent",174934,192567,209264,225911,245103,256993,262581,271549,284373,296689,291600,301999,292470,311382,303972,287248,291161,270934,231516,123397,117974,86223,88798,88063,15757,-8786,-67720,-150398,-299993,-328520,-185690,-207934,-154331,-35490,326403,922154,1341676,1515999,1864722,1922850,2331436,2673852,2762824,3036465,3353544,3943473,4521498,4242123,3429036,2425995,4121400,6269128,7678707,9468832,10273602,11146957,11821334,12894294
"24000","Maryland","2","SA40","97","...","    Monetary rent",71624,69622,67444,71178,72350,76719,75870,72122,62338,66441,60086,61780,61702,63746,77284,88128,90864,99836,98947,112456,115175,125991,168024,220589,264015,332277,385864,479641,500721,489059,473068,459821,508117,605669,766049,866013,907611,984884,943232,1036642,1143679,993905,942468,986028,1016333,1080584,1095765,1080519,1150623,1308982,1645500,1670179,2046154,2334206,2559748,2541720,2615988,2836163
"25000","Massachusetts","1","SA40","90","...","Dividends, interest, and rent (thousands of dollars)",1712888,1843268,1961500,2062540,2268257,2452869,2744867,2982226,3200805,3463619,3657093,3873029,4155518,4402696,4661796,5025810,5585624,5863378,6202834,6837174,7484335,8307492,10042849,12291218,14884738,15855014,18454327,19639817,21047679,22346317,24913816,26456578,27439566,27539361,28112546,29418207,30628298,32896613,35214250,37570624,40681011,40848468,45842157,47284660,45391510,46570034,47847207,52078323,60970382,64622141,65221942,58469930,57931582,64892628,72504445,73387624,79928979,81906524
"25000","Massachusetts","1","SA40","91","...","  Personal dividend income",580826,631798,639469,641390,676044,721853,810828,879884,912487,972700,908681,948055,939272,955762,1013792,1110141,1212699,1139374,1320725,1484963,1646270,1833465,2049781,2359049,2704673,2745842,3040815,3117420,3318405,3473510,3946561,4702047,4774793,5047442,5250732,5777062,6487030,7239475,8526665,9821468,10203594,10142655,11433423,11334352,11870905,12499295,15240106,15523536,20479253,21918164,21924764,15346315,15401774,19127854,23312986,22715575,26702724,27364186
"25000","Massachusetts","1","SA40","92","...","  Personal interest income",826923,883675,964126,1032105,1169268,1288922,1452851,1573661,1706557,1851112,2075860,2272432,2611775,2841546,3065860,3357628,3834669,4237301,4437322,5008766,5510896,6169748,7587473,9408103,11620449,12548225,14839631,15888365,17189091,18334400,20233895,21086670,21898401,21499035,21030333,20832710,20621419,21685062,22078915,23075078,25342971,25126546,28818053,29622267,26863824,26709855,24920322,29741486,34855321,37984783,36613449,34212567,31579815,32129146,34408720,34904567,36148670,35946148
"25000","Massachusetts","1","SA40","93","...","    Imputed interest receipts 1/",391852,428431,467847,508901,549144,562698,618280,653285,698730,758341,844225,1013461,1208102,1344654,1471193,1565186,1763252,2143573,2189445,2419474,2683294,2771541,3255696,3713473,4450715,5590171,6153341,7116739,8001876,8954328,9698497,9833778,10278505,10554649,10969691,11443370,11461919,12100444,12229276,13108169,13479372,13866205,15398380,15472552,15191980,15387049,15701306,16768839,18387569,19354789,19890291,20218594,19966734,20141554,20774404,22042428,22424638,23038252
"25000","Massachusetts","1","SA40","94","...","    Monetary interest receipts",435071,455244,496279,523204,620124,726224,834571,920376,1007827,1092771,1231635,1258971,1403673,1496892,1594667,1792442,2071417,2093728,2247877,2589292,2827602,3398207,4331777,5694630,7169734,6958054,8686290,8771626,9187215,9380072,10535398,11252892,11619896,10944386,10060642,9389340,9159500,9584618,9849639,9966909,11863599,11260341,13419673,14149715,11671844,11322806,9219016,12972647,16467752,18629994,16723158,13993973,11613081,11987592,13634316,12862139,13724032,12907896
"25000","Massachusetts","1","SA40","95","...","  Rental income of persons 2/",305139,327795,357905,389045,422945,442094,481188,528681,581761,639807,672552,652542,604471,605388,582144,558041,538256,486703,444787,343445,327169,304279,405595,524066,559616,560947,573881,634032,540183,538407,733360,667861,766372,992884,1831481,2808435,3519849,3972076,4608670,4674078,5134446,5579267,5590681,6328041,6656781,7360884,7686779,6813301,5635808,4719194,6683729,8911048,10949993,13635628,14782739,15767482,17077585,18596190
"25000","Massachusetts","1","SA40","96","...","    Imputed rent",263699,288938,312779,333229,357766,371420,376175,385947,401290,416056,406620,365146,338878,356485,342045,319328,320958,295631,248207,126328,115097,79765,80723,82254,4113,-26013,-104640,-221831,-441176,-496935,-301297,-348366,-280219,-104183,433303,1273407,1832867,2050291,2504257,2565394,3095966,3533461,3626801,4115575,4449992,5226857,5500972,4558879,3359821,2293072,3835580,5954687,7526230,9566847,10538719,11374585,12491624,13624453
"25000","Massachusetts","1","SA40","97","...","    Monetary rent",41440,38857,45126,55816,65179,70674,105013,142734,180471,223751,265932,287396,265593,248903,240099,238713,217298,191072,196580,217117,212072,224514,324872,441812,555503,586960,678521,855863,981359,1035342,1034657,1016227,1046591,1097067,1398178,1535028,1686982,1921785,2104413,2108684,2038480,2045806,1963880,2212466,2206789,2134027,2185807,2254422,2275987,2426122,2848149,2956361,3423763,4068781,4244020,4392897,4585961,4971737
