"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"92000","Mideast","2","SA4","45","...","  Equals: Net earnings by place of residence",19604608,18138500,15376735,11662796,10975315,12700226,13954867,15966819,17165948,16020635,16978638,18573773,22495692,28136475,34111475,36785039,37342229,39166221,41758807,45514903,44997905,48334474,54903221,58177563,61901569,61531265,65245216,70040708,73687905,74257121,78485006,81547383,84147879,88629882,91897628,98243129,104840681,113049878,120596202,131575910,141848333,151600481,160564237,173267048,185740484,198114800,209260506,225304761,245589076,271209106,297309503,321947713,347952491,366902646,392556501,431467668,464451449,498682498,542509735,596232209,633259588,672230365,673986446,718405288,741746143,765720792,798161937,839868558,893882732,954667373,1023038895,1110651467,1163539632,1182938168,1214220750,1279777974,1321397882,1388263234,1447475195,1482018264,1444959706,1488115862,1567364710,1634674690,1649035379,1703539657,1769731856,1805692227
"92000","Mideast","2","SA4","46","...","  Plus: Dividends, interest, and rent 7/",7471466,7073502,6201967,5211113,4564229,4566952,4602945,5058470,5233090,4653337,4915051,4941907,5090365,5042552,5230217,5456620,5758102,6318717,6899582,6615970,7049891,7950855,8235825,8748692,9523044,10253928,10988989,11868242,12674859,12906826,13862598,14910012,15688119,17158252,18519469,20287884,21939453,23233014,24643929,26602109,28157322,30571643,32637572,34737070,37837943,42468280,45416458,48138986,53112299,58734603,65715400,78739168,96002011,109952625,117042025,134421660,143374312,149637441,154611224,170131214,194396758,201675276,202345055,202985535,205664790,214426618,232806061,245882002,261597622,275910476,276145637,299562623,296252418,283136271,290398841,307513882,335399886,379099587,425102542,429689569,382915305,379140631,421057359,470664132,475032118,503288511,530603356,536890788
"92000","Mideast","2","SA4","47","...","  Plus: Personal current transfer receipts",344507,355477,643428,511874,529315,591031,699576,905668,608055,785994,798259,796348,774013,744735,664908,802660,1441396,2718219,2586725,2469775,2633760,3503629,2658304,2723259,2887923,3452897,3777467,4034771,4649659,5715209,5934608,6119099,6993704,7150101,7592564,7861044,8404710,9400890,11601898,13871672,15257382,18105168,21738232,24419174,27301442,31808139,40467092,43748093,46079540,48863305,53623062,61744444,69621233,77306278,83574690,86964741,91394039,96578698,99213998,105368393,113997168,124883827,141380688,156803253,165549089,171490851,181330551,190318162,192418591,198997710,206597180,217954537,234634978,252837559,262714875,276649997,286121716,302828912,319674713,354888259,388435607,415984836,422571894,421208059,427720478,441670667,462328254,478711283
"92000","Mideast","2","SA4","50","...","  Wages and salaries",16330946,15352868,13140786,10226820,9579657,10894257,11748932,13390765,14526805,13541605,14402587,15638911,18805689,23276256,28218284,30462487,30597226,31688945,34885495,38369637,37966140,40846048,46466273,49420260,52800005,52469169,55583325,59827288,62847951,62819251,66671718,69914527,71749317,75870568,78778649,83889590,89479033,97194080,103896712,113404113,123542024,132245264,139424849,150289013,163472692,175328975,182513212,195167600,209706957,230644211,253269319,276370474,301527340,319142941,339181286,372117659,400614568,430446978,467172963,508464958,535440299,563823108,569486697,598324812,614746653,634868427,661906496,695302513,738066033,792051636,839674352,910611416,937037722,939847404,963213946,1016931041,1062910768,1130880005,1203532691,1231504040,1177976186,1213217453,1255571064,1294260694,1319502726,1381404674,1441235343,1470062179
"92000","Mideast","2","SA4","60","...","  Supplements to wages and salaries",349120,354923,344868,314111,280128,293895,343293,501312,744611,818913,877467,960891,1185152,1540149,1846177,1965741,2127685,2707935,2595852,2473422,2612885,3040734,3730150,3956461,4211241,4387499,4760160,5273776,5890971,6068994,6740828,7376215,7834803,8537581,9094329,9598796,10316825,11967354,12721997,14026678,16181955,17830635,20095541,22969273,25353676,27784391,31737651,34447845,38865948,43737221,49470048,54797981,61283426,66318605,72362797,79664425,86622948,93805940,99357247,108111978,117619339,123979914,130123439,143613886,149387518,154277876,155697641,158250739,163520398,173069587,183014930,197894263,209869610,220100701,233955160,250709189,265950570,276128254,287671659,296910827,300351952,311633647,321874791,327533155,337920890,344522174,354164234,357168702
"92000","Mideast","2","SA4","61","...","    Employer contributions for employee pension and insurance funds 8/",347272,353303,343715,312266,279208,292975,342143,403573,425085,444922,459913,511785,630388,878625,1068642,1220480,1307971,1383537,1444164,1590270,1697053,1992513,2461748,2774204,2977411,3057159,3284449,3649896,4118970,4275702,4551281,4812120,5092567,5370330,5711204,6266565,6840139,7583050,8126111,9083504,10231467,11589404,13238627,15005740,15356932,16763168,20419046,21707737,24970841,27842832,31427190,35331925,38820374,42373516,46151393,49342849,54382341,59106552,62552496,67318086,75479485,80584408,85614449,96623990,100642315,103136518,103266456,104551602,107619243,114731371,122275210,132812033,141778952,150389635,162279772,175244734,187168063,193804896,201606048,207897040,213362812,221945797,228422907,231187064,238792345,241293393,246683302,248093955
"92000","Mideast","2","SA4","62","...","    Employer contributions for government social insurance",1848,1620,1153,1845,920,920,1150,97739,319526,373991,417554,449106,554764,661524,777535,745261,819714,1324398,1151688,883152,915832,1048221,1268402,1182257,1233830,1330340,1475711,1623880,1772001,1793292,2189547,2564095,2742236,3167251,3383125,3332231,3476686,4384304,4595886,4943174,5950488,6241231,6856914,7963533,9996744,11021223,11318605,12740108,13895107,15894389,18042858,19466056,22463052,23945089,26211404,30321576,32240607,34699388,36804751,40793892,42139854,43395506,44508990,46989896,48745203,51141358,52431185,53699137,55901155,58338216,60739720,65082230,68090658,69711066,71675388,75464455,78782507,82323358,86065611,89013787,86989140,89687850,93451884,96346091,99128545,103228781,107480932,109074747
"92000","Mideast","2","SA4","70","...","  Proprietors' income 9/",2952758,2459135,1919140,1149998,1141202,1538454,1888700,2200166,2358359,2174516,2268424,2591514,3260277,4240683,5184565,5550644,5901139,6507504,5876034,6126859,5926602,6290609,6934788,7062645,7280364,7332223,7882062,8216860,8632619,9011058,9386376,9372864,9936787,10143958,10508830,11349554,11916733,12790363,13774149,14846520,14934180,14844331,15575295,16488680,17189255,17458025,18488439,21542845,25229439,28967288,31406043,31335027,32002631,31504161,35022498,40636966,43729094,46088997,52665542,65288701,70137373,77167695,70304011,78440502,82618528,86122170,94505848,103782365,114970021,118997814,135989189,144838408,165053993,171076849,168586439,176107664,169081017,172294077,163137967,163953463,171975191,177183395,192983660,222142282,227987424,225374336,232020563,244173626
"92000","Mideast","2","SA4","71","...","    Farm proprietors' income",382136,314924,285380,162222,209988,226009,346866,313510,381435,288747,265467,273848,361396,562366,670573,700732,733003,886765,766507,896622,672377,645381,810640,769258,713573,596026,517543,594488,485464,702075,504707,611651,613146,434421,495800,496630,581492,621237,672635,620297,797491,734908,644943,635377,974923,811569,677119,700138,478038,715173,871614,464489,843590,729763,384108,1193045,1290531,1516814,1592833,1406411,1732529,1519484,1060498,1678921,1451613,1254211,581504,1485725,571773,1044063,1140233,1416292,1429431,228616,1320549,2064229,2171534,1435851,1636665,1811618,963956,1844624,3058343,2809356,3636387,3736534,2063816,299338
"92000","Mideast","2","SA4","72","...","    Nonfarm proprietors' income",2570622,2144211,1633760,987776,931214,1312445,1541834,1886656,1976924,1885769,2002957,2317666,2898881,3678317,4513992,4849912,5168136,5620739,5109527,5230237,5254225,5645228,6124148,6293387,6566791,6736197,7364519,7622372,8147155,8308983,8881669,8761213,9323641,9709537,10013030,10852924,11335241,12169126,13101514,14226223,14136689,14109423,14930352,15853303,16214332,16646456,17811320,20842707,24751401,28252115,30534429,30870538,31159041,30774398,34638390,39443921,42438563,44572183,51072709,63882290,68404844,75648211,69243513,76761581,81166915,84867959,93924344,102296640,114398248,117953751,134848956,143422116,163624562,170848233,167265890,174043435,166909483,170858226,161501302,162141845,171011235,175338771,189925317,219332926,224351037,221637802,229956747,243874288
"92000","Mideast","2","SA4","7010","...","Total employment","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",19431595,19465172,19298876,19521401,19968419,19954192,19479921,19562540,19848352,20411324,20871108,20910540,20978499,20858208,21044896,21765755,22333480,22836571,23321041,23926563,24200579,24260159,23702617,23597395,23714155,23879127,24157121,24386892,24762673,25168808,25709930,26409484,26495183,26452413,26541071,26936520,27337269,27750666,28298999,28433043,27847784,27786881,28314630,28594611,29000736,29483833,29979105,30415421
"92000","Mideast","2","SA4","7020","...","  Wage and salary employment","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",17386174,17391982,17199641,17400307,17811751,17809259,17311512,17370687,17607726,18149895,18567992,18535542,18592890,18365051,18494349,19171709,19576364,19948822,20459867,20843304,21110804,21017399,20452082,20243282,20363447,20539885,20671352,20778571,21138652,21556532,21990402,22477345,22447903,22312670,22219858,22381041,22563235,22798961,23007514,23046025,22335774,22214853,22415901,22660976,22876615,23182049,23506042,23775677
"92000","Mideast","2","SA4","7040","...","  Proprietors employment","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",2045421,2073190,2099235,2121094,2156668,2144933,2168409,2191853,2240626,2261429,2303116,2374998,2385609,2493157,2550547,2594046,2757116,2887749,2861174,3083259,3089775,3242760,3250535,3354113,3350708,3339242,3485769,3608321,3624021,3612276,3719528,3932139,4047280,4139743,4321213,4555479,4774034,4951705,5291485,5387018,5512010,5572028,5898729,5933635,6124121,6301784,6473063,6639744
"Note: See the included footnote file."
"SA4: Personal Income and Employment by Major Component"
"Last updated: September 26, 2017-- revised estimates for 2014-2016."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Income Division"
