"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"06000","California","8","SA4","45","...","  Equals: Net earnings by place of residence",3950083,3709843,3109133,2425468,2377283,2763561,3148556,3677688,4029062,3929499,4082566,4554943,5966038,8789496,12015075,13123191,13355079,13802142,14026750,14827442,14786401,16305879,19513633,21860694,23304395,23491989,25832188,28532716,30269009,31486969,34683811,36294114,38280954,41247391,43931336,47419572,50313772,54787000,58324154,64121214,69627561,73526886,77355752,85331385,93195904,102431042,111203276,124357771,139038454,159030217,180473469,200907666,218415922,230717743,248805891,276876413,300606667,325600605,357378303,389779634,412706391,441751176,455820262,479087017,487832253,501994459,524276854,558190572,599838830,655276667,710864499,792200937,810821861,826007982,866271578,935820592,980556888,1041025934,1069389354,1067773509,1026416398,1058683508,1128484392,1196421759,1211883572,1275713851,1359052864,1418640763
"06000","California","8","SA4","46","...","  Plus: Dividends, interest, and rent 7/",1473235,1294316,1134828,908702,799321,795865,827023,1040142,1055602,1072576,1061396,1132495,1303540,1323843,1461667,1550338,1744893,1967985,2146795,2484546,2662144,3078710,3414342,3687398,4101681,4670097,5120900,5368019,6019607,6392342,6882051,7454661,7867356,8512385,9156868,10060004,10919434,11683326,12402958,13022429,14930172,16613093,17954198,19502628,21682411,24773407,27158041,29123453,32242751,37387404,43067961,52160556,64206748,70431411,77493890,88896470,94936868,99318320,102679254,110935678,125663011,133030864,132456533,133664524,136775568,143179491,154962205,165367567,176239739,190669879,192614245,210465558,214567129,210462070,221897558,238713460,265782148,301610379,321668021,330544297,293107685,291582767,330202209,370567697,367755446,409832839,450755494,459386914
"06000","California","8","SA4","47","...","  Plus: Personal current transfer receipts",71087,74775,143191,106643,99750,106518,133055,206471,148403,188386,220400,262384,253092,234605,227289,294012,488905,837324,931353,868467,1054804,1294045,1079533,1128395,1196134,1318570,1452646,1565316,1825722,2223305,2272944,2584487,2999157,3179142,3516743,3812460,4212541,4652979,5754639,6643304,7616204,9300701,10695547,11521550,12758371,15117591,18994216,21011565,22306606,24105492,26485686,30784183,36210987,39687570,42375699,44216304,47802875,51353036,53579191,57350771,62814344,69172892,76724918,88635461,93604307,95823749,100343420,105264283,105825193,111725348,117385478,122177543,135575639,145704785,153929412,161337196,169601786,182283309,192794171,218212631,241125245,266867975,268746978,271577706,282317496,300479286,323855800,334663544
"06000","California","8","SA4","50","...","  Wages and salaries",3013011,2890196,2499771,2026409,1926409,2167878,2407605,2769889,3118314,3094391,3223518,3490591,4479043,6624970,9232474,10137508,10205936,10003830,10596068,11292464,11267166,12339600,14798963,16719333,18060840,18311005,20082403,22347822,23822735,24851833,27551841,29171380,30773118,33264159,35677973,38277228,40756511,44920054,48147502,52831009,57931868,61258951,64012638,69888132,76906601,84377932,90887662,100699011,112641527,129104377,146995290,164081481,182104622,192877486,206480887,229161263,249824188,269320910,294010672,319101860,341962088,366832688,371863838,381841463,384081757,395288745,415033441,440424657,475281712,517592617,565624705,638455163,648050300,646099056,666180133,705817557,742559187,791483995,834428905,842860549,799344874,814462982,848495011,903681066,934399366,992196893,1067528735,1116921813
"06000","California","8","SA4","60","...","  Supplements to wages and salaries",73875,76744,75810,69999,65411,70133,81554,140241,161247,173696,202612,229680,333065,530083,620548,654275,782662,1095109,951941,864653,924147,1110517,1402669,1621167,1657526,1731298,1915953,2133441,2391764,2545597,2926637,3241303,3490180,3985487,4461693,4802731,5178800,6055154,6463996,7254505,7773448,8367348,9278105,10714756,11816050,13209187,15150164,16888030,19868280,22936038,26519863,29738642,33638719,36523100,40827514,45749887,50384599,55222709,59786328,65592226,72685025,78667347,82608166,90346495,93147676,94384727,93533714,95202229,99437019,107906704,116457039,129730291,139903003,148940043,163411750,180348072,189395632,194469921,200565620,204734415,197073594,203203651,219017675,220999140,231051338,241377763,253612384,261253823
"06000","California","8","SA4","61","...","    Employer contributions for employee pension and insurance funds 8/",73496,76413,75570,69610,65214,69934,81302,94230,100672,108422,116907,144044,224859,388233,426110,442393,492514,559174,546626,575037,610183,766782,1003681,1199292,1271184,1294269,1405697,1586331,1784919,1944344,2112110,2268740,2452349,2620320,2913607,3220103,3570097,4013820,4286042,4801710,5392319,5891562,6561199,7504322,7757685,8639474,10291382,11178233,13301114,15085280,17223176,19504210,21590981,23619050,26455022,28839508,32130582,35543389,38652492,41971632,47531366,51877887,55090182,61822492,64329063,64685885,63259550,63978847,65964003,71924711,77574068,86814078,94323767,101513821,112537117,124018899,131093373,135706188,141955057,146394294,141604111,147673523,160424340,159447187,167463522,174136184,182169643,187163040
"06000","California","8","SA4","62","...","    Employer contributions for government social insurance",379,331,240,389,197,199,252,46011,60575,65274,85705,85636,108206,141850,194438,211882,290148,535935,405315,289616,313964,343735,398988,421875,386342,437029,510256,547110,606845,601253,814527,972563,1037831,1365167,1548086,1582628,1608703,2041334,2177954,2452795,2381129,2475786,2716906,3210434,4058365,4569713,4858782,5709797,6567166,7850758,9296687,10234432,12047738,12904050,14372492,16910379,18254017,19679320,21133836,23620594,25153659,26789460,27517984,28524003,28818613,29698842,30274164,31223382,33473016,35981993,38882971,42916213,45579236,47426222,50874633,56329173,58302259,58763733,58610563,58340121,55469483,55530128,58593335,61551953,63587816,67241579,71442741,74090783
"06000","California","8","SA4","70","...","  Proprietors' income 9/",867362,747000,537575,333287,389403,529946,663773,821494,847686,768253,786321,967520,1323191,1876841,2533735,2776192,2909505,3435979,3064890,3130898,3070538,3396904,3962737,4228739,4280515,4278401,4790799,5089433,5226691,5205541,5633925,5606302,5854864,6252069,6422000,7077033,7232920,7562494,7824711,8636813,8891526,9026538,9632953,11182911,12551205,13959398,14750608,17630989,19110675,21817802,24620742,26422552,25472757,26009681,28831405,33776291,35521202,39584830,45854401,52772027,49100474,50559649,57785038,65448296,70099050,73964361,79210854,88180992,94904992,104921746,110207636,114325735,118009920,126882752,137418989,159584126,164284598,174821753,157388940,146859970,152684073,164678154,177654283,193148299,188114741,192113445,197004953,206695742
"06000","California","8","SA4","71","...","    Farm proprietors' income",241796,223464,142209,77032,138771,191479,239987,275568,256967,188796,160213,229390,361392,612699,886987,904198,905002,1104382,889086,700065,638105,718713,986600,1055234,923027,879330,970832,1024073,928596,826121,863344,866057,780147,866921,817241,965778,870035,946884,887037,1032059,946342,911077,889752,1305892,1947407,2413061,1861314,1893964,1924943,1953678,2870975,3797123,2610364,2568537,2260030,2872802,2854119,3403689,4559264,4623519,4306193,4195229,3282899,3916390,4607048,4325651,3544818,4070824,4486374,3719014,3769374,3601763,3174570,3991871,5145182,6881209,6493342,4855992,7474744,4986567,5767103,6340477,9292976,9974994,11780281,13253144,12442909,9531557
"06000","California","8","SA4","72","...","    Nonfarm proprietors' income",625566,523536,395366,256255,250632,338467,423786,545926,590719,579457,626108,738130,961799,1264142,1646748,1871994,2004503,2331597,2175804,2430833,2432433,2678191,2976137,3173505,3357488,3399071,3819967,4065360,4298095,4379420,4770581,4740245,5074717,5385148,5604759,6111255,6362885,6615610,6937674,7604754,7945184,8115461,8743201,9877019,10603798,11546337,12889294,15737025,17185732,19864124,21749767,22625429,22862393,23441144,26571375,30903489,32667083,36181141,41295137,48148508,44794281,46364420,54502139,61531906,65492002,69638710,75666036,84110168,90418618,101202732,106438262,110723972,114835350,122890881,132273807,152702917,157791256,169965761,149914196,141873403,146916970,158337677,168361307,183173305,176334460,178860301,184562044,197164185
"06000","California","8","SA4","7010","...","Total employment","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",9032738,9056897,9036074,9368468,9843939,10163089,10286346,10632968,11119255,11815943,12460727,12761955,12934962,12862878,13182023,13796978,14284986,14709923,15300046,16021802,16425901,16834515,16750052,16390983,16367123,16540724,16939791,17341994,17667115,18432219,18855775,19228440,19340737,19359759,19487064,19801689,20147365,20529079,20922301,20696775,19901754,19654391,20004273,20680886,21329714,22012509,22700618,23265312
"06000","California","8","SA4","7020","...","  Wage and salary employment","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",7899113,7892973,7848156,8099083,8509127,8733815,8788009,9082714,9507476,10187340,10736365,10929384,11089849,10915527,11089600,11688836,12076674,12413237,12877153,13340358,13708576,13981744,13602982,13315592,13193830,13296363,13578082,13904839,14215405,14746957,15179482,15621983,15711109,15643112,15599828,15700214,15890483,16140320,16275235,16094500,15215311,14958113,15109943,15726659,16221907,16707395,17196853,17614572
"06000","California","8","SA4","7040","...","  Proprietors employment","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1133625,1163924,1187918,1269385,1334812,1429274,1498337,1550254,1611779,1628603,1724362,1832571,1845113,1947351,2092423,2108142,2208312,2296686,2422893,2681444,2717325,2852771,3147070,3075391,3173293,3244361,3361709,3437155,3451710,3685262,3676293,3606457,3629628,3716647,3887236,4101475,4256882,4388759,4647066,4602275,4686443,4696278,4894330,4954227,5107807,5305114,5503765,5650740
"Note: See the included footnote file."
"SA4: Personal Income and Employment by Major Component"
"Last updated: September 26, 2017-- revised estimates for 2014-2016."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Income Division"
