"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001"
"09000","Connecticut","1","SA25 1/","10","...","Total employment (number of jobs)",1417073,1414365,1388432,1416201,1480137,1511144,1467829,1492880,1546330,1615435,1673099,1705461,1726723,1725903,1743012,1823137,1879427,1937316,1984300,2039047,2032338,2003473,1923121,1903803,1924516,1906480,1943744,1974521,2000349,2036712,2070452,2118195,2125244
"09000","Connecticut","1","SA25 1/","20","...","  Wage and salary employment",1278214,1270474,1240264,1264236,1318287,1346539,1300973,1321709,1366956,1429430,1482440,1508221,1520182,1510203,1525518,1597331,1639328,1681793,1725667,1753269,1748068,1707332,1629346,1591788,1599350,1609837,1627959,1648631,1680101,1709380,1732908,1756884,1753318
"09000","Connecticut","1","SA25 1/","40","...","  Proprietors employment",138859,143891,148168,151965,161850,164605,166856,171171,179374,186005,190659,197240,206541,215700,217494,225806,240099,255523,258633,285778,284270,296141,293775,312015,325166,296643,315785,325890,320248,327332,337544,361311,371926
"09000","Connecticut","1","SA25 1/","50","...","    Farm proprietors employment",4541,4388,4235,4064,3999,4003,3976,3941,4135,4012,4211,4118,4214,4221,4490,4335,4227,4176,4010,3968,4000,3874,3850,3953,4039,4004,4010,3969,3993,4024,3888,3810,4074
"09000","Connecticut","1","SA25 1/","60","...","    Nonfarm proprietors employment 2/",134318,139503,143933,147901,157851,160602,162880,167230,175239,181993,186448,193122,202327,211479,213004,221471,235872,251347,254623,281810,280270,292267,289925,308062,321127,292639,311775,321921,316255,323308,333656,357501,367852
"09000","Connecticut","1","SA25 1/","70","[01-02]","  Farm employment",12218,11660,11786,12617,12502,13209,12374,13151,13881,12412,12409,13209,12571,12180,13085,12074,10683,11121,11107,10775,10016,9925,9839,9833,10016,10250,10007,9798,9652,9650,9550,9801,10212
"09000","Connecticut","1","SA25 1/","80","...","  Nonfarm employment",1404855,1402705,1376646,1403584,1467635,1497935,1455455,1479729,1532449,1603023,1660690,1692252,1714152,1713723,1729927,1811063,1868744,1926195,1973193,2028272,2022322,1993548,1913282,1893970,1914500,1896230,1933737,1964723,1990697,2027062,2060902,2108394,2115032
"09000","Connecticut","1","SA25 1/","90","...","    Private nonfarm employment",1224361,1219685,1191522,1213262,1270133,1291869,1247018,1274208,1327004,1393825,1448544,1479336,1504259,1505645,1519819,1597494,1650753,1701234,1741678,1791736,1785620,1753128,1676263,1664565,1684004,1659321,1695314,1724124,1746644,1781207,1809359,1849929,1850288
"09000","Connecticut","1","SA25 1/","100","[07-08]","      Agricultural services, forestry, and fishing",6855,7054,7470,7156,7887,7560,7734,7626,8138,9646,10151,10509,10243,10657,11753,12918,13668,14956,14561,15093,14560,14783,14327,14805,16949,17564,17102,18530,19302,18063,19310,20002,20449
"09000","Connecticut","1","SA25 1/","110","07","        Agricultural services",6578,6777,7126,6820,7547,7196,7098,7060,7509,9006,9456,9739,9388,9836,10996,12191,13036,14195,13851,14258,13749,13992,13616,14066,16117,16750,16400,17745,18431,17015,18188,18713,"(NA)"
