"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"38000","North Dakota","4","SA7N 1/","50","...","Wages and salaries by place of work (thousands of dollars)",7635944,7968517,8359598,8782468,9111234,9560774,10268897,10791970,11510473,12346874,13389549,13635020,14761631,16997597,20195149,21708814,24009571,23457372,21718921
"38000","North Dakota","4","SA7N 1/","81","111-112","  Farm wages and salaries",123594,115638,128626,144213,132000,105551,151428,148223,145555,209670,236386,177033,175917,194744,282399,263879,298621,182613,199249
"38000","North Dakota","4","SA7N 1/","82","...","  Nonfarm wages and salaries",7512350,7852879,8230972,8638255,8979234,9455223,10117469,10643747,11364918,12137204,13153163,13457987,14585714,16802853,19912750,21444935,23710950,23274759,21519672
"38000","North Dakota","4","SA7N 1/","90","113-814","    Private nonfarm wages and salaries",5768590,6063076,6354340,6647071,6827535,7165759,7722516,8161283,8788570,9471371,10363734,10499033,11469272,13592467,16602587,18009250,20144519,19519727,17614772
"38000","North Dakota","4","SA7N 1/","100","113-115","      Forestry, fishing, and related activities",25210,26779,34717,25813,25632,26878,29362,32577,32955,34992,42082,49086,55551,60391,66791,70615,74039,78039,83986
"38000","North Dakota","4","SA7N 1/","101","113","        Forestry and logging","(T)","(T)","(T)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota","4","SA7N 1/","102","114","        Fishing, hunting and trapping","(T)","(T)","(T)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota","4","SA7N 1/","103","115","        Support activities for agriculture and forestry",21078,22576,30289,24935,24754,26073,28528,31741,32120,34274,41281,48280,54716,59630,66013,70054,73566,77576,83347
"38000","North Dakota","4","SA7N 1/","200","21","      Mining, quarrying, and oil and gas extraction",146188,139936,149968,169240,156477,166944,185854,231576,298475,352606,507546,502511,834254,1477571,2311332,2519790,3074410,2323173,1449711
"38000","North Dakota","4","SA7N 1/","201","211","        Oil and gas extraction",25762,24028,26227,26232,20423,23060,24350,28031,29378,33414,48899,57954,80912,113837,181259,220295,297089,360010,330225
"38000","North Dakota","4","SA7N 1/","202","212","        Mining (except oil and gas)",77529,85393,81410,84730,85383,83644,85993,92167,96733,102102,110334,118752,128188,141316,164716,174842,191279,194110,189035
"38000","North Dakota","4","SA7N 1/","203","213","        Support activities for mining",42897,30515,42331,58278,50671,60240,75511,111378,172364,217090,348313,325805,625154,1222418,1965357,2124653,2586042,1769053,930451
"38000","North Dakota","4","SA7N 1/","300","22","      Utilities",182694,171903,177942,190477,194693,207277,205151,211706,219532,236241,249962,260311,268234,280122,287827,310637,335254,364815,370014
"38000","North Dakota","4","SA7N 1/","400","23","      Construction",465257,546472,512883,508859,493401,533433,606612,636452,715807,794894,932309,964890,1022147,1281235,1709392,2002423,2317121,2273795,2053397
"38000","North Dakota","4","SA7N 1/","401","236","        Construction of buildings",130976,135379,135951,140493,"(D)",148287,174487,173448,208722,223788,226881,261780,255911,297395,336134,434735,455825,449800,433929
"38000","North Dakota","4","SA7N 1/","402","237","        Heavy and civil engineering construction",105790,155338,123713,117340,"(D)",118266,131116,139193,143067,178539,276308,244028,294620,393549,571817,619107,741613,692199,612674
