"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"50000","Vermont","1","SA7N 1/","50","...","Wages and salaries by place of work (thousands of dollars)",7750545,8247312,8892966,9346529,9562295,9875081,10383822,10723977,11224891,11663959,12066713,11812026,12032882,12383122,12799748,13209635,13647332,14117781,14389571,14702281
"50000","Vermont","1","SA7N 1/","81","111-112","  Farm wages and salaries",48107,45443,54644,58235,75482,67564,65431,52487,58506,67350,64126,61426,58760,51433,80036,82522,87351,73180,85297,88417
"50000","Vermont","1","SA7N 1/","82","...","  Nonfarm wages and salaries",7702438,8201869,8838322,9288294,9486813,9807517,10318391,10671490,11166385,11596609,12002587,11750600,11974122,12331689,12719712,13127113,13559981,14044601,14304274,14613864
"50000","Vermont","1","SA7N 1/","90","113-814","    Private nonfarm wages and salaries",6386396,6816292,7357699,7703637,7796751,7990623,8407268,8676005,9081828,9420320,9690520,9382606,9573615,9910809,10266265,10597353,10947559,11368941,11565811,11796125
"50000","Vermont","1","SA7N 1/","100","113-115","      Forestry, fishing, and related activities",16180,16979,17552,18238,18774,19191,19555,19756,20762,21142,22935,24587,25866,26620,25042,26272,28841,29990,30168,31039
"50000","Vermont","1","SA7N 1/","101","113","        Forestry and logging",4712,4613,4652,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",6170,7346,7003,"(NA)"
"50000","Vermont","1","SA7N 1/","102","114","        Fishing, hunting and trapping","(T)","(T)","(T)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",0,0,0,"(NA)"
"50000","Vermont","1","SA7N 1/","103","115","        Support activities for agriculture and forestry",11296,12042,12679,13985,14663,14998,15019,15757,16697,17259,18230,20163,20840,21710,19283,"(D)",22671,22644,23165,"(NA)"
"50000","Vermont","1","SA7N 1/","200","21","      Mining, quarrying, and oil and gas extraction",26183,29477,29338,32762,32425,31992,30438,28948,42256,43881,39789,35990,33093,33127,34109,33830,33502,36981,37841,35853
"50000","Vermont","1","SA7N 1/","201","211","        Oil and gas extraction","(T)","(T)","(T)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"50000","Vermont","1","SA7N 1/","202","212","        Mining (except oil and gas)",25841,29119,29248,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"50000","Vermont","1","SA7N 1/","203","213","        Support activities for mining","(T)","(T)","(T)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
