"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"94000","Plains","4","SA4","10","...","Personal income (thousands of dollars)",7497479,6715876,5597400,4222516,3762566,4193903,5487207,5630675,6453388,5905580,6164114,6473279,7930370,10660805,12667685,13217207,14042579,15658781,16952943,19853400,18339091,20715794,22675920,23994155,24356797,25343422,25892981,27240977,29173088,30919759,31713485,33311880,34562139,36881285,38368451,40010825,43914576,47248033,49574383,54070627,59311900,64275230,69188659,76424313,89095624,94313977,103657295,110974509,122639443,138811749,153093961,165390974,187050037,199322863,208977926,232623767,245605209,257212342,270883959,284015168,306273833,324425760,335764517,360319451,372338378,397332114,416502560,448190038,471141232,502075417,522532705,559567086,579316979,590968302,616756181,650501082,673097683,715168105,761922035,811473761,786346384,808918918,867752130,916941239,926813561,963741056,994108836,1008513288,1026110639
"94000","Plains","4","SA4","11","...","  Nonfarm personal income 1/",5969880,5579513,4957609,3831079,3433927,3971744,4255645,4960580,5099665,4952645,5180863,5412856,6347559,7876372,9503291,10270437,11019423,11877193,12910632,14662013,15183887,16669692,18564937,20053090,21292938,21865673,23336852,24607665,25913888,27061543,29040725,30196881,31526482,33347410,34890610,37225114,39815339,42950699,45911071,50415395,55105627,59846004,64593894,70280417,77823844,86653667,96196000,106614956,117498885,131028318,146537705,163565637,181658659,195374427,207453429,226140203,238203178,249210796,261175204,276702106,297144475,313966928,327729966,349773445,366202554,386961553,410863057,434719096,461363989,492990906,514714436,550086040,570388069,584859145,604258475,633861237,657362871,704504376,746736658,790242379,771135067,790953317,837244418,888396375,891342091,937999275,974407113,992792535,1015481624
"94000","Plains","4","SA4","12","...","  Farm income 2/",1527599,1136363,639791,391437,328639,222159,1231562,670095,1353723,952935,983251,1060423,1582811,2784433,3164394,2946770,3023156,3781588,4042311,5191387,3155204,4046102,4110983,3941065,3063859,3477749,2556129,2633312,3259200,3858216,2672760,3114999,3035657,3533875,3477841,2785711,4099237,4297334,3663312,3655232,4206273,4429226,4594765,6143896,11271780,7660310,7461295,4359553,5140558,7783431,6556256,1825337,5391378,3948436,1524497,6483564,7402031,8001546,9708755,7313062,9129358,10458832,8034551,10546006,6135824,10370561,5639503,13470942,9777243,9084511,7818269,9481046,8928910,6109157,12497706,16639845,15734812,10663729,15185377,21231382,15211317,17965601,30507712,28544864,35471470,25741781,19701723,15720753,10629015
"94000","Plains","4","SA4","20","...","Population (persons) 3/",13260000,13335000,13446000,13518000,13567000,13593000,13630000,13601000,13544000,13492000,13505000,13498000,13292000,13126000,12768000,12446000,12394000,13180000,13446000,13604000,13850000,14103000,14167000,14175000,14268000,14453000,14730000,14905000,14979000,14994000,15195000,15424000,15570000,15657000,15715000,15787000,15819000,15888000,15942000,16047000,16202000,16349829,16474813,16562762,16628032,16671561,16742551,16863608,16949656,17028437,17097176,17207567,17264245,17291648,17325258,17382070,17401690,17392728,17427930,17533255,17595235,17697550,17843335,18026179,18209613,18380746,18549556,18705269,18851351,18988053,19130836,19275412,19374967,19468009,19569167,19687933,19802730,19956982,20105697,20248815,20392583,20535719,20638502,20749482,20872827,20984812,21082599,21179519,21294107
"94000","Plains","4","SA4","30","...","Per capita personal income (dollars) 4/",565,504,416,312,277,309,403,414,476,438,456,480,597,812,992,1062,1133,1188,1261,1459,1324,1469,1601,1693,1707,1754,1758,1828,1948,2062,2087,2160,2220,2356,2442,2534,2776,2974,3110,3370,3661,3931,4200,4614,5358,5657,6191,6581,7236,8152,8954,9612,10835,11527,12062,13383,14114,14788,15543,16199,17407,18332,18817,19989,20447,21617,22454,23961,24992,26442,27314,29030,29900,30356,31517,33041,33990,35835,37896,40075,38560,39391,42045,44191,44403,45926,47153,47617,48188
"94000","Plains","4","SA4","35","...","  Earnings by place of work",6180391,5479133,4384056,3273246,2965640,3348881,4603871,4492109,5509999,5003354,5175905,5420324,6823473,9430285,11409213,11872648,12427984,13479676,14573729,17091407,15420920,17332779,19409842,20479993,20621086,21336940,21646770,22805240,24404995,25404394,25916508,27269672,28108775,30123663,31309647,32528294,35793666,39086440,40921341,44434762,48997727,52195534,55742422,61937149,73060889,75647992,81161053,87187387,96732121,110736560,121993637,126181572,139491956,142879492,149228633,169072116,179403413,189144720,202962612,214451267,229975004,244124497,251361384,271924626,280246865,301339717,313169890,338763102,356022787,380941538,401826263,428995220,443436787,453676196,475061606,504316855,521459602,544713288,572544999,603675466,582202297,596841232,633829114,665838743,689038245,708885237,727697828,737992306,750191163
"94000","Plains","4","SA4","36","...","  Less: Contributions for government social insurance 5/",5903,5696,5327,5396,4548,4692,4615,4676,110696,125388,118540,118108,135764,160949,216361,257126,314042,373393,340788,319522,340742,364919,429993,450184,468225,542590,614681,699475,801526,826417,1000101,1156822,1211580,1317461,1493330,1554670,1632237,2197295,2550888,2839372,3160199,3337698,3692602,4221298,5395962,6185253,6595073,7512563,8271434,9609919,11215200,12037063,13885459,14669622,15668480,17707237,19108046,20468764,21690472,24079488,25697615,27917150,29419927,31221766,32830511,35226664,37055078,38590667,41153792,43754885,46125281,48641954,50180329,51460002,53402010,56028769,58723210,62091125,64924769,67534126,66203984,67441220,62855277,65088881,75726528,78697907,81849691,83780379,86705048
"94000","Plains","4","SA4","37","...","    Employee and self-employed contributions for government social insurance",5028,4932,4784,4533,4119,4266,4084,4464,30632,28290,29813,33039,37967,51387,82401,101471,108547,96863,111375,126815,127567,167929,201197,225836,236495,270502,303466,358975,415059,420059,502989,589196,620775,650823,740975,782913,825090,1109878,1354732,1486551,1640287,1731860,1903791,2137644,2723408,3120460,3335425,3677984,3962483,4572307,5372728,5846944,6783499,7220085,7608957,8429487,9402669,10141635,10898132,12190788,13232938,14328206,15158615,16020358,16826922,18095011,19112393,19800477,21245859,22548321,23838300,25077967,25946949,26688078,27532647,28944383,30388211,32311908,34105145,35544922,34920238,35304032,29083021,30097436,39676715,41488066,43228905,44553586,46121614
"94000","Plains","4","SA4","38","...","    Employer contributions for government social insurance",875,764,543,863,429,426,531,212,80064,97098,88727,85069,97797,109562,133960,155655,205495,276530,229413,192707,213175,196990,228796,224348,231730,272088,311215,340500,386467,406358,497112,567626,590805,666638,752355,771757,807147,1087417,1196156,1352821,1519912,1605838,1788811,2083654,2672554,3064793,3259648,3834579,4308951,5037612,5842472,6190119,7101960,7449537,8059523,9277750,9705377,10327129,10792340,11888700,12464677,13588944,14261312,15201408,16003589,17131653,17942685,18790190,19907933,21206564,22286981,23563987,24233380,24771924,25869363,27084386,28334999,29779217,30819624,31989204,31283746,32137188,33772256,34991445,36049813,37209841,38620786,39226793,40583434
"94000","Plains","4","SA4","42","...","  Plus: Adjustment for residence 6/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",-23849,-24978,-31809,-41184,-50303,-60653,-66881,-77877,-89550,-99658,7345,7822,7608,5929,6931,3565,4626,3567,-179,-5099,-14114,-396222,-341352,-338979,-343247,-379456,-415001,-411323,-502937,-634994,-787836,-953769,-1103744,-1304406,-1300547,-1384896,-1549954,-1666092,-1789489,-1897992,-2059977,-2139415,-2414608,-2433419,-2550201,-2646352,-2807421,-3040169,-3302703,-3693413,-3932871,-4240341,-4541046,-4646883,-5478405,-5626638,-5217957,-5485148,-5121322,-4829121,-6502307,-5388650,-5161430,-5172261,-5357842,-5535135,-6045590,-6480075,-6654257,-6821058
"94000","Plains","4","SA4","45","...","  Equals: Net earnings by place of residence",6174488,5473437,4378729,3267850,2961092,3344189,4599256,4487433,5399303,4877966,5057365,5302216,6687709,9269336,11192852,11615522,12113942,13106283,14232941,16748036,15055200,16936051,18938665,19979506,20092208,20727469,20954212,22016215,23503811,24585322,24924229,26120458,26903124,28813133,29819882,30978250,34164996,36888966,38365354,41581276,45441306,48516484,51710841,57372604,67285471,69047738,74154657,79171887,87825693,100338805,109824668,113040765,124302091,126909323,132175257,149814925,158629275,166886467,179374148,188311802,202137974,213792739,219508038,238152659,244770002,263305632,273074643,296869732,311175582,333253782,351460641,375812220,388609575,396737789,416032958,443070129,457251244,477500841,502791109,529639033,510609663,524238582,565801576,595392020,607776582,624141740,639368062,647557670,656665057
