"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001"
"47000","Tennessee","5","SA25 1/","610","F","      Wholesale trade",88699,87888,89241,92900,96319,96478,98806,106668,108437,111814,115999,115289,114742,109564,110496,116671,121013,124275,131196,132806,136840,138067,138193,140985,139738,145291,150166,151032,154710,159141,160210,161316,152756
"47000","Tennessee","5","SA25 1/","620","G","      Retail trade",226535,230373,241852,263500,277991,283254,278950,292720,309462,328026,334672,330912,335357,343479,346283,364577,379705,392241,415940,433417,446662,456728,453979,466759,484383,506068,530846,544753,557039,558019,565415,578888,573040
"47000","Tennessee","5","SA25 1/","621","52","        Building materials and garden equipment",13152,12766,12543,13419,14408,14262,12966,13857,13926,14751,14926,14020,13312,13108,13433,14745,14964,15588,16484,17328,17098,16827,16211,16774,18031,19111,21099,22189,22810,22921,24027,24301,"(NA)"
"47000","Tennessee","5","SA25 1/","622","53","        General merchandise stores",42239,42532,45247,51581,52755,52923,39466,40201,41275,42727,41745,40103,41911,44437,45414,47431,49479,51290,53009,56396,57636,57985,56889,57718,59298,61734,64338,64689,67930,70005,71990,74462,"(NA)"
"47000","Tennessee","5","SA25 1/","623","54","        Food stores",35001,35360,36500,38174,41792,44145,44526,47524,48684,51491,53202,54231,55817,56561,56572,58329,61763,64183,67242,71728,74669,73873,72979,72776,72954,74903,75916,76353,76821,73937,72687,71871,"(NA)"
"47000","Tennessee","5","SA25 1/","624","55","        Automotive dealers and service stations",39603,39385,40295,44516,46247,43981,43393,45201,46382,47795,46457,43102,41166,39641,40538,41842,43901,45449,48954,50710,50825,50999,49758,51077,51792,53867,57636,60030,58891,59288,60154,62024,"(NA)"
"47000","Tennessee","5","SA25 1/","625","56","        Apparel and accessory stores",12176,12549,12975,14429,15302,16249,16934,17354,17860,19096,20404,20135,20189,19253,19200,19726,20605,20926,22942,23658,24839,25386,24652,25030,25342,26591,27045,26771,27654,28778,28689,28421,"(NA)"
"47000","Tennessee","5","SA25 1/","626","57","        Home furniture and furnishings stores",11106,10856,11061,12474,13444,13565,13477,14268,14496,15060,15357,14609,13797,13652,13918,14734,15622,15479,17668,18788,18333,17904,17314,17277,18055,19432,21275,21766,22921,23175,22774,23204,"(NA)"
"47000","Tennessee","5","SA25 1/","627","58","        Eating and drinking places",40007,40747,41776,46812,51679,53705,57231,61452,71795,79645,82648,81653,83794,90046,93228,100275,106296,110852,121111,124543,128905,135380,135758,141843,151194,158975,165698,168078,171580,174308,177149,183686,"(NA)"
"47000","Tennessee","5","SA25 1/","628","59","        Miscellaneous retail",33251,36178,41455,42095,42364,44424,50957,52863,55044,57461,59933,63059,65371,66781,63980,67495,67075,68474,68530,70266,74357,78374,80418,84264,87717,91455,97839,104877,108432,105607,107945,110919,"(NA)"
"47000","Tennessee","5","SA25 1/","700","H","      Finance, insurance, and real estate",105819,102303,106200,111764,124455,130680,133093,136326,140220,149495,154208,154636,150539,148279,144015,149222,154604,167010,164299,167907,167509,165851,162382,159489,163085,195027,181493,193093,208456,221315,224814,234166,232848
"47000","Tennessee","5","SA25 1/","710","60, 61","        Depository and nondepository institutions",22881,23554,24630,26012,28378,30606,30747,31121,31905,33176,34816,35323,35990,35607,36020,36569,38082,38479,40697,42164,42799,42484,42277,41711,43137,45099,46419,49848,52643,55057,58160,56967,"(NA)"
"47000","Tennessee","5","SA25 1/","730","62-65, 67","        Other finance, insurance, and real estate",82938,78749,81570,85752,96077,100074,102346,105205,108315,116319,119392,119313,114549,112672,107995,112653,116522,128531,123602,125743,124710,123367,120105,117778,119948,149928,135074,143245,155813,166258,166654,177199,"(NA)"
"47000","Tennessee","5","SA25 1/","731","62","          Security and commodity brokers",3617,2949,3224,3070,2742,2426,2309,2549,2626,3047,3117,2920,3264,3714,4236,4634,4585,5190,5438,5410,4985,4777,4683,4780,5044,5471,5772,6232,6949,7790,8216,9363,"(NA)"
"47000","Tennessee","5","SA25 1/","732","63","          Insurance carriers",15909,16666,16873,17544,17996,18562,18529,18547,18904,20253,20532,20598,20209,20255,19953,19735,20278,21027,21825,21562,21941,22235,22503,22187,22176,22609,23244,24145,25147,27238,27986,26775,"(NA)"
"47000","Tennessee","5","SA25 1/","733","64","          Insurance agents, brokers, and services",9121,9392,9900,10579,11290,11399,11681,12216,13040,12829,13070,13367,13563,13759,14103,14949,15223,16223,18575,18969,19566,20348,20848,19933,22183,24654,25017,24875,25180,25747,25959,25665,"(NA)"
"47000","Tennessee","5","SA25 1/","734","65","          Real estate",29346,29866,34432,38380,43575,43827,40937,43588,47217,46471,44798,46012,46381,47588,48591,51915,56714,60650,61972,63869,61197,62640,59969,59127,59591,84726,64810,67634,76595,78680,79187,86086,"(NA)"
"47000","Tennessee","5","SA25 1/","735","...","          Combined real estate, insurance, etc. 4/",1067,841,767,967,901,893,502,601,480,449,442,402,389,410,396,438,422,200,228,"(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)"
"47000","Tennessee","5","SA25 1/","736","67","          Holding and other investment offices",23878,19035,16374,15212,19573,22967,28388,27704,26048,33270,37433,36014,30743,26946,20716,20982,19300,25241,15564,15933,17021,13367,12102,11751,10954,12468,16231,20359,21942,26803,25306,29310,"(NA)"
"47000","Tennessee","5","SA25 1/","800","I","      Services",304752,308996,318853,337930,354488,358014,355441,367365,381381,398215,409442,418520,431388,447629,462233,492938,518641,550448,587941,625458,652622,680594,708336,736024,774774,801813,846316,875142,904127,937149,960771,985711,997937
"47000","Tennessee","5","SA25 1/","805","70","        Hotels and other lodging places",18320,18363,19037,20421,22463,23146,22740,23141,23694,25298,25728,25258,26392,27560,25066,27141,28943,30366,31291,32583,33353,34279,32878,32007,32205,33713,38129,39038,39587,38287,39151,39596,"(NA)"
"47000","Tennessee","5","SA25 1/","810","72","        Personal services",33981,33592,34024,34805,34742,34369,34430,35982,37203,38366,38973,38309,39139,39298,41257,43268,50027,53228,55505,56239,51928,51267,51385,53445,57300,55282,58089,60118,62233,66785,63705,62619,"(NA)"
"47000","Tennessee","5","SA25 1/","815","88","        Private households",66606,64644,62898,61250,57793,52230,50510,50023,50768,49038,44510,39820,39017,38668,37280,35806,34380,32870,31001,28600,26327,23452,23055,25152,24898,22414,22280,21574,21239,21906,21253,20293,"(NA)"
"47000","Tennessee","5","SA25 1/","820","73","        Business services",25284,25394,25795,30772,38654,40053,40509,42651,44731,48883,53654,56006,59881,65642,73027,88410,96972,108591,119850,119009,122085,131220,139220,151251,162550,174615,188035,195717,209961,215082,231784,243719,"(NA)"
"47000","Tennessee","5","SA25 1/","825","75","        Automotive repair, services, and parking",11148,11130,11599,12631,13053,13330,13356,14285,15716,16791,16901,17182,16882,16947,18225,20405,22166,22761,24873,25688,26136,27032,26686,26988,28932,28917,31310,32184,31952,30697,31813,32148,"(NA)"
"47000","Tennessee","5","SA25 1/","830","76","        Miscellaneous repair services",6964,7191,7390,8089,8966,9434,9260,9913,10485,10790,10580,11108,11181,10780,10934,12298,12523,13362,12924,13776,13334,13667,12893,12598,13954,13568,14590,15079,16039,17959,18206,18271,"(NA)"
"47000","Tennessee","5","SA25 1/","835","79","        Amusement and recreation services",9639,10295,10564,11520,13205,14579,15209,15668,17360,18416,18925,21012,21540,24792,23292,23914,24762,26154,25598,27368,30798,32410,34492,35620,37832,40829,42021,44477,43697,50064,50515,53137,"(NA)"
"47000","Tennessee","5","SA25 1/","840","78","        Motion pictures",2602,2716,2887,2789,3070,3034,2820,2805,3035,3322,3149,3365,3189,3155,3087,3209,2929,2867,3219,5946,6644,7297,7343,7503,7718,8552,9495,12806,12545,13254,13603,13610,"(NA)"
"47000","Tennessee","5","SA25 1/","845","80","        Health services",49182,51378,54979,60207,63835,67103,71859,77719,82720,87804,94797,101523,111366,117779,123781,129068,131757,139621,148946,156696,165136,173965,184885,192593,200961,205307,213580,213760,218713,220095,218101,220529,"(NA)"
"47000","Tennessee","5","SA25 1/","850","81","        Legal services",6544,6754,6978,7213,7865,8270,8540,8884,9498,9720,10228,10833,11478,11946,12098,12719,13366,13883,14148,14382,15211,15749,15937,16214,16620,17613,17370,17821,18454,18903,19414,19637,"(NA)"
