"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"48000","Texas","6","SA7N 1/","50","...","Wages and salaries by place of work (thousands of dollars)",291035692,310514965,339022925,352372323,351923795,358084160,377446298,403668832,441697637,479127525,503645005,487554120,501828526,533189953,569239796,591293101,633376659,662100635,670658530,693064794
"48000","Texas","6","SA7N 1/","81","111-112","  Farm wages and salaries",708893,803661,767044,856330,600039,782600,866180,1029308,868881,1112674,1247809,1168039,1139276,1363950,1393519,1249383,1492569,1709216,1492323,1546752
"48000","Texas","6","SA7N 1/","82","...","  Nonfarm wages and salaries",290326799,309711304,338255881,351515993,351323756,357301560,376580118,402639524,440828756,478014851,502397196,486386081,500689250,531826003,567846277,590043718,631884090,660391419,669166207,691518042
"48000","Texas","6","SA7N 1/","90","113-814","    Private nonfarm wages and salaries",243782262,260664812,285584764,296308010,291839136,294816837,312020598,334919655,368596244,400895556,420168321,399597919,411402881,442039136,478128320,498786229,537488214,561932752,567122149,586426727
"48000","Texas","6","SA7N 1/","100","113-115","      Forestry, fishing, and related activities",604899,654095,681633,544852,568484,570388,592100,657303,653131,664728,713157,719070,787178,796058,836215,848689,909979,968009,1026715,1129754
"48000","Texas","6","SA7N 1/","101","113","        Forestry and logging",98083,98495,98326,89179,89360,78601,78941,87858,85845,85303,90595,80583,82210,79116,83798,78585,82143,81369,80265,"(NA)"
"48000","Texas","6","SA7N 1/","102","114","        Fishing, hunting and trapping",9306,10508,12204,39100,36544,33838,35071,35352,37214,35709,35789,36113,38332,39037,43117,44722,50253,50308,46750,"(NA)"
"48000","Texas","6","SA7N 1/","103","115","        Support activities for agriculture and forestry",497510,545092,571103,416573,442580,457949,478088,534093,530072,543716,586773,602374,666636,677905,709300,725382,777583,836332,899700,"(NA)"
"48000","Texas","6","SA7N 1/","200","21","      Mining, quarrying, and oil and gas extraction",10114013,10244437,10982303,11809073,11321037,11628283,13072791,15965272,18787094,21895732,25994494,22646982,23848575,28548829,32365802,34466580,38831694,34792915,28605303,27513828
"48000","Texas","6","SA7N 1/","201","211","        Oil and gas extraction",6107396,6223015,6898436,7164924,6989935,7041179,7884815,9090509,10390773,11609525,14189924,13380140,13899846,15570250,17375908,18127585,19843873,19278271,17213217,"(NA)"
