"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001"
"27000","Minnesota","4","SA25 1/","10","...","Total employment (number of jobs)",1690875,1698995,1706080,1780093,1877806,1921458,1920410,1976597,2033789,2121891,2217688,2248180,2232802,2192337,2219348,2324144,2385204,2417493,2509308,2580304,2633745,2691896,2717271,2762016,2816645,2903666,2994740,3056007,3109004,3188625,3256317,3331601,3347333
"27000","Minnesota","4","SA25 1/","20","...","  Wage and salary employment",1393732,1402854,1403661,1469394,1548909,1593312,1590975,1633185,1692303,1785516,1862192,1865288,1848987,1797645,1810110,1912909,1964246,1990297,2060518,2124111,2177845,2223189,2231914,2275510,2328672,2398002,2471290,2518954,2571818,2641823,2703900,2756409,2758536
"27000","Minnesota","4","SA25 1/","40","...","  Proprietors employment",297143,296141,302419,310699,328897,328146,329435,343412,341486,336375,355496,382892,383815,394692,409238,411235,420958,427196,448790,456193,455900,468707,485357,486506,487973,505664,523450,537053,537186,546802,552417,575192,588797
"27000","Minnesota","4","SA25 1/","50","...","    Farm proprietors employment",110342,108817,108151,106115,106331,106235,106174,105835,106305,106151,106584,107026,107345,106893,112411,105444,104041,99377,97145,96282,94937,93480,92010,92158,89487,87026,85358,83263,82525,83116,82602,81715,83353
"27000","Minnesota","4","SA25 1/","60","...","    Nonfarm proprietors employment 2/",186801,187324,194268,204584,222566,221911,223261,237577,235181,230224,248912,275866,276470,287799,296827,305791,316917,327819,351645,359911,360963,375227,393347,394348,398486,418638,438092,453790,454661,463686,469815,493477,505444
"27000","Minnesota","4","SA25 1/","70","[01-02]","  Farm employment",136119,134980,137139,134021,140143,144084,149189,148815,142213,143151,136577,137995,134220,132866,140535,130727,134254,126800,125128,123552,116674,116289,114546,111550,107906,107121,106051,102113,101262,100402,101797,100675,101381
"27000","Minnesota","4","SA25 1/","80","...","  Nonfarm employment",1554756,1564015,1568941,1646072,1737663,1777374,1771221,1827782,1891576,1978740,2081111,2110185,2098582,2059471,2078813,2193417,2250950,2290693,2384180,2456752,2517071,2575607,2602725,2650466,2708739,2796545,2888689,2953894,3007742,3088223,3154520,3230926,3245952
"27000","Minnesota","4","SA25 1/","90","...","    Private nonfarm employment",1299628,1300826,1296586,1370999,1456283,1490124,1480464,1537820,1602049,1683675,1776955,1801603,1794253,1762257,1783525,1886668,1935986,1967980,2053446,2118511,2172535,2217906,2240336,2279071,2330022,2412451,2500309,2562751,2617086,2692770,2754713,2824262,2837766
"27000","Minnesota","4","SA25 1/","100","[07-08]","      Agricultural services, forestry, and fishing",6841,7447,7189,8170,8430,9203,9583,9937,11000,13345,13565,14820,14603,14709,15054,15983,17061,16971,19866,18734,18574,19307,20081,20052,21478,22525,23626,24758,25770,"(D)",30383,30903,31198
"27000","Minnesota","4","SA25 1/","110","07","        Agricultural services",6314,6821,6567,7273,7571,8247,8524,8775,9818,12068,12230,13297,12823,12949,13373,14213,15208,14866,18054,16997,17125,17916,18772,18842,19971,20944,22227,23254,24131,"(D)",27921,28111,"(NA)"
