GeoName,year,Per capita personal income (dollars) ,Personal income (thousands of dollars),Population (persons) ,Disposable personal income (thousands of dollars),Per capita disposable personal income (dollars) ,Employer contributions for employee pension and insurance funds ,Employer contributions for government social insurance,Farm proprietors employment ,Farm proprietors' income,Imputed interest receipts ,Imputed rent,Monetary interest receipts,Monetary rent,Nonfarm proprietors employment,Nonfarm proprietors' income,Average nonfarm proprietors' income,Average wages and salaries,Income maintenance benefits ,Per capita dividends ,Per capita income maintenance benefits ,Per capita interest ,Per capita rent ,Per capita retirement and other ,Per capita unemployment insurance compensation ,Personal dividend income,Personal interest income,Proprietors employment,Proprietors' income,Rental income of persons,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wage and salary employment,Wages and salaries,Average earnings per job (dollars),"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent ",Per capita net earnings ,Per capita personal current transfer receipts ,Per capita personal income ,Personal current transfer receipts,Total employment (number of jobs),Excluding family assistance ,Family assistance ,Medicaid ,Other government retirement and disability insurance benefits ,Other medical care benefits ,Other unemployment compensation ,Railroad retirement and disability benefits,Unemployment compensation for Federal civilian employees (UCFE),Unemployment compensation for railroad employees,Unemployment compensation for veterans (UCX),Workers' compensation,Earned Income Tax Credit (EITC),Excluding Social Security benefits,Excluding state unemployment insurance compensation,Medicare benefits,Military medical insurance benefits ,Other assistance to veterans 1,Other income maintenance benefits,Public assistance medical care benefits ,Social Security benefits,State unemployment insurance compensation,Supplemental Nutrition Assistance Program (SNAP),Supplemental security income (SSI) benefits,Veterans' life insurance benefits,Veterans' pension and disability benefits,Veterans' readjustment benefits ,Education and training assistance 1,Income maintenance benefits,Medical benefits,Other transfer receipts of individuals from governments 1,Receipts from businesses,Receipts from state and local governments,Receipts from the Federal government,Retirement and disability insurance benefits,Veterans' benefits,Current transfer receipts of individuals from businesses 1,Current transfer receipts of individuals from governments,Current transfer receipts of nonprofit institutions,Personal current transfer receipts (thousands of dollars),Rental income of persons ,"Dividends, interest, and rent (thousands of dollars)",Cattle and calves,Corn,Hogs and pigs,Oats,Other grains,Sheep and other livestock,Sorghum,Soybeans,Wheat,Cotton,Dairy products,Forest and maple products,Fruits and nuts,"Greenhouse, nursery and mushroom products","Hay, silage, etc.",Meat animals and other livestock,Other crops,Poultry and poultry products,Tobacco,Total grains,Vegetables,All other production expenses ,Cash receipts: Crops,Cash receipts: Livestock and products,Feed purchased,Fertilizer and lime (incl. ag. chemicals 1978-fwd.),Government payments,Hired farm labor expenses ,Imputed and miscellaneous income received ,Less: Net income of corporate farms,Less: Production expenses,Livestock purchased,Petroleum products purchased,Plus: Farm supplements to wages and salaries,Plus: Farm wages and salaries,Plus: Statistical adjustment,Plus: Value of inventory change,Seed purchased,Value of inventory change: crops,Value of inventory change: livestock,Value of inventory change: materials and supplies,Cash receipts and other income,Cash receipts from marketings (thousands of dollars),Equals: Farm earnings,Equals: Farm proprietors' income,Equals: Net income including corporate farms,Equals: Realized net income,Other income,Production expenses,Value of inventory change,Employee and self-employed contributions for government social insurance,Equals: Net earnings by place of residence,Farm income ,Less: Contributions for government social insurance ,Nonfarm personal income ,Plus: Adjustment for residence ,"Plus: Dividends, interest, and rent ",Plus: Personal current transfer receipts,Proprietors' income ,Total employment,Income taxes (gross) ,Less: Refunds,Income taxes (net of refunds) ,Other taxes,Other taxes ,Federal government ,Less: Personal current taxes,Local governments,State and local personal property taxes,State governments,Equals: Disposable personal income,Personal current taxes
Iowa,2008,38787.0,117010217.0,3016734.0,104996094.0,34805.0,9994136.0,4471654.0,73352.0,4301121.0,6556238.0,1089706.0,4909539.0,1182090.0,337987.0,9138145.0,27037.0,36121.0,1519552.0,2401.0,504.0,3801.0,753.0,5652.0,163.0,7243199.0,11465777.0,411339.0,13439266.0,2271796.0,17050599.0,14465790.0,492108.0,1590653.0,57456064.0,42638.0,20980772.0,85361120.0,76967186.0,6955.0,25513.0,6319.0,38787.0,19062259.0,2001992.0,511826,100166,2800139,12743,45804,14033,162876,809,1436,4167,15514,327756,191133,20445,4483566,49342,599,611992,2845943,6869267,471663,324728,255076,17679,334952,20321,563879,1519552,7378851,1128241,122659,68591,116214,7060400,373551,238213,18516582,307464,19062259,2271796.0,20980772.0,3347838,9176754,5542683,10148,0,164079,0,4281528,7141,0,779590,(NA),5562,90939,187705,9054600,293378,1363857,0,13475571,5351,8258459,14058506,11198047,3680000,2690000,803506,894370,1429075,969235,21265410,3381013,1011568,89499,512721,(L),-953346,1350000,-1170532,-3573,220759,27489134,25256553,4903341,4301121,5270378,6223724,2232581,21265410,-953346,5068623.0,76967186.0,4872599.0,9540277.0,112137618.0,1146343.0,20980772.0,19062259.0,13439266.0,2001992.0,11035745.0,2325029.0,8710716.0,10319.0,25030.0,8710716.0,12014123.0,102731.0,0.0,3200676.0,104996094.0,12014123.0
Kansas,2008,41179.0,115633816.0,2808076.0,102738637.0,36587.0,9427361.0,4337617.0,54530.0,1756207.0,7401606.0,937831.0,5263582.0,948174.0,329717.0,10166363.0,30834.0,38978.0,1465067.0,3205.0,522.0,4510.0,672.0,5238.0,136.0,9001281.0,12665188.0,384247.0,11922570.0,1886005.0,14709575.0,13764978.0,382748.0,1477312.0,57582460.0,44731.0,23552474.0,83270008.0,75523952.0,8387.0,26895.0,5896.0,41179.0,16557390.0,1861559.0,517152,153062,2230788,9187,81370,4660,264717,2015,1496,3629,20627,343637,294531,11800,4003702,157440,416,670214,2312158,5769347,370948,220873,230343,16634,343183,24278,298254,1465067,6473300,979323,114708,64146,108682,6063878,384511,222773,16047081,287536,16557390,1886005.0,23552474.0,7885908,1712251,506694,950,72255,143697,660613,776606,2055890,14574,454356,(NA),3586,74203,226483,8536299,138615,66137,0,5278565,25780,4525958,5761806,9056792,1900000,1470000,647571,670306,865452,772677,14164754,4396022,752468,59747,438894,(L),362030,450000,1135569,-307246,-466293,16331621,14818598,2254848,1756207,2528897,2166867,1513023,14164754,362030,4853684.0,75523952.0,2216841.0,9191301.0,113416975.0,1445245.0,23552474.0,16557390.0,11922570.0,1861559.0,11853222.0,2261478.0,9591744.0,8425.0,20971.0,9591744.0,12895179.0,18180.0,153780.0,3131475.0,102738637.0,12895179.0
Kentucky,2008,32966.0,141421812.0,4289878.0,126289374.0,29439.0,14010955.0,5505096.0,73415.0,105949.0,7897740.0,1374369.0,5026663.0,827709.0,385250.0,9249614.0,24009.0,37120.0,3217052.0,1883.0,750.0,3013.0,513.0,6149.0,167.0,8078855.0,12924403.0,458665.0,9355563.0,2202078.0,26378189.0,19516051.0,716712.0,1949451.0,72364077.0,42039.0,23205336.0,101235691.0,87904523.0,5409.0,20491.0,7066.0,32966.0,30311953.0,2408116.0,567851,153904,4837047,88395,37266,27402,277616,4788,2085,12621,130711,704396,496722,46896,7152290,166510,0,721755,4874313,9694522,669816,778800,1012101,14851,752647,36596,933194,3217052,12193113,1477559,175102,97918,165903,10191244,804094,340062,29532968,438923,30311953,2202078.0,23205336.0,858493,575695,129436,0,1083,310114,4080,338987,125132,0,237600,(NA),9829,84527,130391,1298043,39843,914259,382675,1044977,4360,2495218,1696602,2449902,714830,458658,370488,388438,526939,15470,4982063,505234,250493,51727,285686,(L),59555,169192,129639,-74823,4739,5043931,4146504,443362,105949,121423,61868,897427,4982063,59555,6134654.0,87904523.0,420815.0,11639750.0,141000997.0,-1691418.0,23205336.0,30311953.0,9355563.0,2408116.0,13725867.0,3561838.0,10164029.0,6281.0,25079.0,10164029.0,15132438.0,1082168.0,160514.0,3725727.0,126289374.0,15132438.0
Louisiana,2008,37796.0,167648484.0,4435586.0,150393893.0,33906.0,13787089.0,5213961.0,24769.0,272695.0,8371324.0,3626571.0,5316187.0,1531092.0,490284.0,15928028.0,32487.0,40961.0,3782975.0,2600.0,853.0,3086.0,1163.0,5920.0,61.0,11534089.0,13687511.0,515053.0,16200723.0,5157663.0,26260288.0,19001050.0,270680.0,2041425.0,83618721.0,46478.0,30379263.0,118820494.0,106955278.0,6849.0,24113.0,6834.0,37796.0,30313943.0,2556478.0,545531,74079,6078341,14213,13639,2232,140674,1664,1424,2117,51511,1165766,206398,7437,7643406,197301,733,619610,6091980,8501517,263243,1130460,867139,17482,675479,32760,699580,3782975,13932687,1387709,181162,101307,171644,8707915,726454,351830,29508000,454113,30313943,5157663.0,30379263.0,254253,382223,2275,0,359101,127825,64412,324739,99661,132519,64377,(NA),10327,106244,21024,384353,390325,515593,0,1230136,30733,1152584,1921308,964323,302256,475606,219122,240958,160180,51567,2706744,145080,226120,34889,160386,(L),-233925,164140,-233924,-1180,1179,3264933,2885631,467970,272695,324264,558189,379302,2706744,-233925,6190803.0,106955278.0,455382.0,11404764.0,167193102.0,-460452.0,30379263.0,30313943.0,16200723.0,2556478.0,18287716.0,4223769.0,14063947.0,9328.0,27462.0,14063947.0,17254591.0,10733.0,0.0,3179911.0,150393893.0,17254591.0
Maine,2008,36998.0,49226384.0,1330509.0,44043902.0,33103.0,4300092.0,1711534.0,7309.0,35450.0,2950806.0,562659.0,1938302.0,421728.0,181204.0,3564461.0,19671.0,37303.0,895185.0,2057.0,673.0,3675.0,740.0,6964.0,136.0,2737260.0,4889108.0,188513.0,3599911.0,984387.0,9265632.0,6011626.0,180893.0,636890.0,23757638.0,40428.0,8610755.0,33369175.0,30273919.0,6472.0,22754.0,7773.0,36998.0,10341710.0,825403.0,214514,107724,2359046,5544,41866,8335,49755,727,250,1136,21556,156617,76855,10448,2273705,36831,(L),322238,2400912,3221295,170445,213761,202569,8563,358901,19887,139396,895185,4711448,487106,54428,30437,51569,3298150,387394,105704,10099572,136434,10341710,984387.0,8610755.0,22327,0,1279,2722,2938,17922,0,0,0,0,123786,(NA),73882,58013,9306,41528,18094,110137,0,5660,172080,262296,337035,275451,93196,48759,14455,102854,40003,20293,592834,13967,43946,16300,80095,(L),-18366,27816,-17621,-998,253,666944,612486,131845,35450,55744,74110,54458,592834,-18366,2089998.0,30273919.0,124967.0,3801532.0,49101417.0,706276.0,8610755.0,10341710.0,3599911.0,825403.0,4494640.0,1034767.0,3459873.0,3714.0,18694.0,3459873.0,5182482.0,8786.0,58611.0,1655212.0,44043902.0,5182482.0
Maryland,2008,49428.0,280994770.0,5684965.0,243240507.0,42787.0,21963089.0,10143533.0,10973.0,294322.0,22396529.0,4121400.0,10879737.0,1645500.0,705457.0,20763594.0,29433.0,50460.0,3030639.0,2965.0,533.0,5853.0,1014.0,5198.0,148.0,16855325.0,33276266.0,716430.0,21057916.0,5766900.0,29552508.0,32106622.0,840648.0,2723040.0,137404419.0,55406.0,55898491.0,190568957.0,191672484.0,9833.0,33716.0,5879.0,49428.0,33423795.0,3439470.0,1061171,258578,6024836,84569,32770,4896,163724,4679,1717,6362,345891,664532,594184,17654,8400196,208298,747,1319749,6057606,10017482,822994,469014,577344,34848,649080,51628,693256,3030639,14666100,1807792,233187,130400,220936,10611666,736303,452868,32386404,584523,33423795,5766900.0,55898491.0,140530,179888,16401,0,7762,24269,0,119809,69089,0,194180,(NA),14693,213219,24126,181200,17850,915548,0,376548,61420,857710,707856,1290928,411073,165178,57419,172101,223158,91836,1920840,136938,82921,28560,134106,(L),27639,94919,34667,-8187,1159,2279361,1998784,456988,294322,386160,358521,280577,1920840,27639,10863359.0,191672484.0,443285.0,21006892.0,280551485.0,22110419.0,55898491.0,33423795.0,21057916.0,3439470.0,32261138.0,6020715.0,26240423.0,125400.0,43551.0,26240423.0,37754263.0,4392619.0,0.0,7121221.0,243240507.0,37754263.0
Massachusetts,2008,52283.0,338218622.0,6468967.0,288155368.0,44544.0,28230179.0,13026880.0,6519.0,31902.0,19890291.0,3835580.0,16723158.0,2848149.0,802738.0,25916228.0,32285.0,55536.0,4820457.0,3389.0,745.0,5660.0,1033.0,6474.0,313.0,21924764.0,36613449.0,809257.0,25948130.0,6683729.0,41881565.0,41257059.0,2025390.0,3416432.0,189735975.0,60805.0,65221942.0,256941164.0,224269268.0,10082.0,34668.0,7532.0,52283.0,48727412.0,4225689.0,1823689,730733,11712470,50948,289737,24662,72056,10444,1047,14620,118582,568327,241586,50773,11405390,84509,1991,2554422,12002207,13414514,1974617,649328,1048380,41526,693096,37141,670423,4820457,23492106,2123820,261953,146486,248190,13656100,773754,508733,47562050,656629,48727412,6683729.0,65221942.0,9797,0,1626,0,0,39271,0,0,0,0,50904,(NA),169074,164040,7402,50694,13361,12768,1800,0,34523,260186,390200,114366,40651,29778,14772,132130,71134,17579,537117,5042,38162,23548,104836,0,-3874,31168,-203,-3798,127,590472,504566,160286,31902,49481,53355,85906,537117,-3874,13673318.0,224269268.0,149070.0,26700198.0,338069552.0,-5971698.0,65221942.0,48727412.0,25948130.0,4225689.0,43695336.0,6442994.0,37252342.0,34993.0,75356.0,37252342.0,50063254.0,34993.0,241894.0,12534025.0,288155368.0,50063254.0
Michigan,2008,35644.0,354545792.0,9946889.0,315877353.0,31756.0,32879672.0,14601889.0,47685.0,822493.0,19831242.0,3565118.0,15348448.0,2160665.0,1044443.0,18713648.0,17917.0,43558.0,7257674.0,2009.0,730.0,3537.0,576.0,6001.0,282.0,19982979.0,35179690.0,1092128.0,19536141.0,5725783.0,59693889.0,47481561.0,2807147.0,4256574.0,185408259.0,47194.0,60888452.0,252425961.0,223898630.0,6121.0,22509.0,7013.0,35644.0,69758710.0,5348702.0,2239288,594698,10131902,85674,205770,94118,263126,5094,2034,15019,72552,1396530,421352,116265,17090362,135132,0,2833986,10337672,23921047,2690882,1588028,1439130,42458,974567,53118,1500961,7257674,27563166,3401087,408235,228287,386787,24342399,1070143,792824,67942577,1023309,69758710,5725783.0,60888452.0,520662,1140043,336640,3991,144606,58990,0,709787,284545,0,1485696,(NA),377167,674274,118389,916292,242043,295854,0,2282972,458498,2657650,4153343,2697842,714187,879581,166335,709621,313744,222035,6129997,337858,369249,94892,562612,(L),-156733,461851,-162665,999,4933,7331264,6851185,1479997,822493,1044534,1201267,480079,6129997,-156733,15677525.0,223898630.0,1445499.0,30279414.0,353100293.0,1752083.0,60888452.0,69758710.0,19536141.0,5348702.0,38756337.0,8948049.0,29808288.0,22122.0,114484.0,29808288.0,38668439.0,484282.0,332606.0,8043263.0,315877353.0,38668439.0
Minnesota,2008,42980.0,225518558.0,5247018.0,195872784.0,37330.0,19777699.0,9580487.0,67632.0,3526149.0,11938146.0,2541601.0,9059136.0,1757038.0,635889.0,12600841.0,19816.0,44916.0,2844261.0,3043.0,542.0,4002.0,819.0,5548.0,197.0,15967718.0,20997282.0,703521.0,16126990.0,4298639.0,29110092.0,29358186.0,1034103.0,2831328.0,127172794.0,48845.0,41263639.0,172657970.0,151266463.0,7864.0,28829.0,6287.0,42980.0,32988456.0,3534849.0,1097523,338251,6591534,29876,322434,10905,274495,1867,1670,14057,103671,501806,408042,28499,7069270,84066,1323,1435774,6913968,10235447,1005604,343953,562728,30357,683116,39663,802291,2844261,14067304,1886571,214887,120166,203597,10643489,754459,417328,32032478,538650,32988456,4298639.0,41263639.0,1345972,4587681,2520328,20311,216319,131382,0,2795321,664005,0,1658262,(NA),22404,231829,168359,3997682,708817,1122730,0,8283637,448077,6321149,9863123,6778674,1730000,1900000,544243,739531,1369376,613951,13943292,1311865,910747,80344,453049,(L),-472010,1030000,-646094,-19567,193651,18555416,16641797,4059542,3526149,4140114,4612124,1913619,13943292,-472010,10351473.0,151266463.0,4026559.0,19931960.0,221491999.0,-1459547.0,41263639.0,32988456.0,16126990.0,3534849.0,25369938.0,4332707.0,21037231.0,30482.0,74091.0,21037231.0,29645774.0,32578.0,158210.0,8417755.0,195872784.0,29645774.0
Mississippi,2008,30563.0,90094129.0,2947806.0,82317231.0,27925.0,7259904.0,3083190.0,34648.0,732309.0,5053614.0,1241719.0,2714775.0,560325.0,276909.0,6091944.0,22000.0,34185.0,2405717.0,1701.0,816.0,2635.0,611.0,6156.0,84.0,5013114.0,7768389.0,311557.0,6824253.0,1802044.0,18146774.0,10343094.0,247439.0,1228783.0,42005825.0,38416.0,14583547.0,59173172.0,54710652.0,4947.0,18560.0,7056.0,30563.0,20799930.0,1540340.0,302003,50448,3828893,8067,159978,5376,116376,1721,620,1674,35885,906041,160328,9391,5140446,139454,678,352451,3988871,6330863,238048,522928,624297,11991,452711,19367,437180,2405717,9268771,931065,119993,67101,113689,6491191,484747,233037,20266110,300783,20799930,1802044.0,14583547.0,339099,449563,161392,0,213265,319806,28449,798626,133520,295964,60112,(NA),14404,48693,28592,820297,61296,2439317,0,1623423,84764,1926058,2157136,3319726,1199553,563922,334416,297236,364634,78144,5092000,594950,287445,32551,178690,(L),-273454,222836,-288874,14317,1103,6175912,5476862,943550,732309,810458,1083912,699050,5092000,-273454,3802565.0,54710652.0,928887.0,6885755.0,89165242.0,2423235.0,14583547.0,20799930.0,6824253.0,1540340.0,8729126.0,2748824.0,5980302.0,14396.0,21120.0,5980302.0,7776898.0,14396.0,90121.0,1692079.0,82317231.0,7776898.0
Missouri,2008,37289.0,220897747.0,5923916.0,196236165.0,33126.0,20099402.0,8647790.0,95449.0,1744289.0,13584471.0,2064341.0,9766868.0,1318224.0,640048.0,14913589.0,23301.0,41056.0,3193555.0,2417.0,539.0,3942.0,571.0,6014.0,121.0,14320292.0,23351339.0,735497.0,16657878.0,3382565.0,35627766.0,28747192.0,716191.0,2897543.0,118961245.0,45242.0,41054196.0,164366315.0,140306039.0,6930.0,23685.0,6674.0,37289.0,39537512.0,3633040.0,522567,212103,7129419,41635,60377,20290,344698,5999,2131,3797,101420,903120,487753,32217,9565010,260567,(L),734670,7189796,13239859,683974,857411,698354,29468,844348,49237,823574,3193555,17015373,2062535,241776,135203,229074,13727612,923071,469548,38461911,606053,39537512,3382565.0,41054196.0,1547100,1678006,1059195,222,160075,71774,26267,1781327,270091,235373,300888,(NA),28080,113949,173164,2678069,99128,1256474,5880,3915988,40945,3720623,4612507,4235431,770000,1100000,537061,368276,502267,321482,7568292,671354,478039,34448,254531,(L),-253195,460000,-90350,707,-163552,9887266,8847938,2033268,1744289,2065779,2318974,1039328,7568292,-253195,9616514.0,140306039.0,2017876.0,18264304.0,218879871.0,-5795972.0,41054196.0,39537512.0,16657878.0,3633040.0,23470741.0,5005766.0,18464975.0,81914.0,38567.0,18464975.0,24661582.0,443898.0,317358.0,5435351.0,196236165.0,24661582.0
Montana,2008,35448.0,34611922.0,976415.0,30937658.0,31685.0,2563565.0,1458620.0,24065.0,301573.0,2519983.0,463366.0,1791052.0,462513.0,145332.0,3359433.0,23116.0,33284.0,425844.0,3109.0,436.0,4415.0,948.0,5556.0,122.0,3035478.0,4311035.0,169397.0,3661006.0,925879.0,5425095.0,4022185.0,119199.0,468210.0,15583735.0,36491.0,8272392.0,23266926.0,20369392.0,8472.0,20861.0,6114.0,35448.0,5970138.0,637607.0,94465,19973,793521,2809,37707,2173,111146,4242,803,1468,147245,131741,261200,8686,1288866,50849,227,114438,831228,2104586,110513,98006,81659,6219,213820,11085,128380,425844,2170943,351340,39853,22286,37759,2365786,231351,77397,5792843,99898,5970138,925879.0,8272392.0,1088915,19596,47742,2422,220098,43648,0,0,985524,0,57950,(NA),5977,28505,284128,1180305,80325,16940,0,1227640,61899,1899759,1688474,1255195,196968,409932,294380,267329,297780,113927,3315501,216218,275823,33647,170268,(L),195175,49472,145389,47397,2389,3535829,2943669,505488,301573,415503,220328,592160,3315501,195175,1466553.0,20369392.0,489551.0,2925173.0,34122371.0,27639.0,8272392.0,5970138.0,3661006.0,637607.0,3343618.0,694873.0,2648745.0,3421.0,45940.0,2648745.0,3674264.0,7046.0,35376.0,983097.0,30937658.0,3674264.0
Nebraska,2008,40248.0,72300017.0,1796378.0,64760179.0,36050.0,6242305.0,2855574.0,39564.0,2632986.0,4466169.0,609385.0,3265114.0,608354.0,206855.0,4597358.0,22225.0,37824.0,825085.0,3247.0,459.0,4304.0,678.0,5360.0,76.0,5832228.0,7731283.0,246419.0,7230344.0,1217739.0,9628687.0,9097879.0,136904.0,994004.0,37597411.0,43474.0,14781250.0,53925634.0,46928091.0,8228.0,26124.0,5896.0,40248.0,10590676.0,1240423.0,266722,65883,1580905,3277,14626,1708,224546,664,2317,862,10415,215337,238238,5551,2552524,95007,225,332605,1595531,3580715,131353,145618,131525,10661,327972,20043,225863,825085,4243062,655506,73369,41029,69515,3818953,358901,142489,10264274,183913,10590676,1217739.0,14781250.0,7999494,5283467,820866,5717,123953,135450,67551,1930130,451567,0,202986,(NA),1240,42231,141342,8955810,236410,266842,0,7862385,78594,5482694,8362202,9425638,2500000,1740000,518495,774902,820924,818819,15867986,3848651,761739,63614,481752,(L),192547,760000,229672,-93937,56812,19127259,17787840,3178352,2632986,3451820,3259273,1339419,15867986,192547,3173582.0,46928091.0,3138909.0,6029156.0,69161108.0,-968387.0,14781250.0,10590676.0,7230344.0,1240423.0,6992634.0,1399828.0,5592806.0,36007.0,22081.0,5592806.0,7539838.0,70506.0,96875.0,1779651.0,64760179.0,7539838.0
Nevada,2008,38815.0,103001444.0,2653630.0,92529539.0,34869.0,9134909.0,3734608.0,2867.0,64702.0,7459003.0,1358259.0,5785838.0,1136515.0,315080.0,4018687.0,12754.0,43931.0,1131714.0,2869.0,426.0,4991.0,940.0,4367.0,253.0,7614009.0,13244841.0,317947.0,4083389.0,2494774.0,11587107.0,12869517.0,671928.0,1306748.0,57406744.0,45768.0,23353624.0,74359650.0,66257071.0,8801.0,24968.0,5046.0,38815.0,13390749.0,1624695.0,359518,51924,1331246,21239,223839,333,61565,1708,421,3632,36226,336898,119030,6094,3208590,146131,259,411442,1555085,4617183,665834,186184,197190,10814,380335,24295,203149,1131714,4909806,832578,110066,61550,104284,4736213,415703,213758,12901091,275900,13390749,2494774.0,23353624.0,185168,0,737,0,448,6015,0,0,7660,0,109343,(NA),206,13108,168843,191920,6220,4747,0,8108,71048,240249,267533,306010,68772,38785,13246,90992,18687,21737,517975,33457,36966,10306,67573,0,-1062,8754,-642,-521,101,605476,573543,142581,64702,86439,87501,31933,517975,-1062,3964806.0,66257071.0,136841.0,7699414.0,102864603.0,-403165.0,23353624.0,13390749.0,4083389.0,1624695.0,13071023.0,2948472.0,10122551.0,52808.0,10028.0,10122551.0,10471905.0,52808.0,169337.0,127209.0,92529539.0,10471905.0
New Hampshire,2008,46365.0,61011388.0,1315906.0,54855815.0,41687.0,4731118.0,2005135.0,3979.0,-6195.0,3660143.0,679462.0,2750189.0,509482.0,183907.0,6497455.0,35330.0,44155.0,543200.0,2092.0,413.0,4871.0,904.0,5520.0,115.0,2753011.0,6410332.0,187886.0,6491260.0,1188944.0,7263473.0,6736253.0,150852.0,658979.0,29097474.0,49978.0,10352287.0,42324987.0,42701576.0,7867.0,32450.0,6047.0,46365.0,7957525.0,846865.0,201523,50722,1243323,14476,15509,2065,14157,430,131,817,18032,110792,46665,3443,1857626,22128,57,252245,1258832,3007053,147409,80728,99435,8285,187816,14808,136930,543200,3138586,484548,53661,30008,50842,3053718,210966,104214,7718800,134511,7957525,1188944.0,10352287.0,7833,0,441,0,0,4821,0,0,0,0,58904,(NA),18351,63235,5008,13095,8131,18197,0,0,9719,124063,104444,90196,27600,7747,7834,40134,26295,-4267,243291,4755,16176,6240,32080,0,4060,22816,424,3907,-271,228769,194640,32125,-6195,-10462,-14522,34129,243291,4060,2455965.0,42701576.0,29659.0,4461100.0,60981729.0,4837689.0,10352287.0,7957525.0,6491260.0,846865.0,7053955.0,1278745.0,5775210.0,6726.0,9561.0,5775210.0,6155573.0,6726.0,168050.0,205587.0,54855815.0,6155573.0
New Jersey,2008,52330.0,455850397.0,8711090.0,391009277.0,44886.0,33957257.0,16370420.0,8613.0,92824.0,27124768.0,6003445.0,21936252.0,3248845.0,1001603.0,33382305.0,33329.0,54315.0,4555400.0,2991.0,523.0,5632.0,1062.0,5893.0,328.0,26055318.0,49061020.0,1010216.0,33475129.0,9252290.0,51334963.0,50327677.0,2855211.0,4126107.0,224109424.0,59948.0,84368628.0,307912230.0,312736195.0,9685.0,35901.0,6744.0,52330.0,58745574.0,5136323.0,1771719,380233,9472334,508330,723886,15136,163999,7938,2641,13499,362487,965814,1034816,39214,14937630,92435,1522,2151952,10196220,18908494,2815997,565956,871678,50584,644376,52490,1073015,4555400,25226285,2749351,358310,200369,339485,19943310,748972,695866,57151544,898164,58745574,9252290.0,84368628.0,13070,36935,2220,0,391,18211,0,24335,10826,0,30895,(NA),153408,461134,7863,33501,24155,41571,0,72487,174351,442299,893398,105967,37252,79435,17220,261806,137026,53414,1007173,13737,63050,46963,210766,(L),-199,109594,-758,(L),517,1153611,999365,350553,92824,146239,146438,154246,1007173,-199,18190517.0,312736195.0,326938.0,34560937.0,455523459.0,39384902.0,84368628.0,58745574.0,33475129.0,5136323.0,61720706.0,9728726.0,51991980.0,54221.0,12930.0,51991980.0,64841120.0,54221.0,0.0,12794919.0,391009277.0,64841120.0
New Mexico,2008,33447.0,67250834.0,2010662.0,60973476.0,30325.0,5819113.0,2538117.0,18041.0,376502.0,4389732.0,920904.0,2275682.0,615098.0,207972.0,4477102.0,21527.0,38561.0,1410175.0,1958.0,701.0,3315.0,764.0,5786.0,103.0,3937288.0,6665414.0,226013.0,4853604.0,1536002.0,11634316.0,8357230.0,206513.0,881856.0,34005059.0,42619.0,12138704.0,47215893.0,41861126.0,6037.0,20820.0,6590.0,33447.0,13251004.0,1107869.0,334388,92613,3058199,5789,145650,730,81754,3350,652,2141,54887,396401,142430,6873,2513041,112497,517,427001,3203849,3776807,199640,288075,298698,10840,464060,25101,299255,1410175,5829387,717770,82753,46276,78406,3919237,500518,160714,12882855,207435,13251004,1536002.0,12138704.0,980420,43638,235,0,8189,27882,9416,0,37394,32443,1363250,(NA),74521,57893,153747,1008537,22003,26285,0,98637,123634,873973,562878,2398072,626190,103954,74629,330484,104516,65138,2717049,614807,139804,33988,226368,(L),18597,27837,-21980,40092,485,3140095,2960950,636858,376502,441643,423046,179145,2717049,18597,2869518.0,41861126.0,617587.0,5407635.0,66633247.0,52868.0,12138704.0,13251004.0,4853604.0,1107869.0,6853453.0,1651733.0,5201720.0,13545.0,25708.0,5201720.0,6277358.0,20263.0,0.0,1055375.0,60973476.0,6277358.0
New York,2008,48296.0,927888435.0,19212436.0,769475214.0,40051.0,90809032.0,37110228.0,32649.0,651741.0,56056027.0,9353062.0,48053438.0,7388590.0,2165637.0,56369046.0,26029.0,59246.0,16528903.0,3206.0,860.0,5419.0,871.0,7145.0,173.0,61594975.0,104109465.0,2198286.0,57020787.0,16741652.0,137280050.0,127919260.0,3330207.0,9017661.0,534261389.0,64123.0,182446092.0,719201436.0,588303183.0,9496.0,30621.0,8179.0,48296.0,157139160.0,11215947.0,3428858,3314350,45576020,100636,1796626,16695,412022,10651,4191,23347,2024615,3012072,2537273,54884,33265848,163470,1828,6743208,47372646,39957511,3275323,2779382,3994241,92831,1448891,127448,2929755,16528903,80801964,5900500,782704,437693,741580,42494784,1670998,1520072,153657111,1961977,157139160,16741652.0,182446092.0,193517,306445,15030,9533,15322,65325,0,91527,39586,0,2380800,(NA),362475,374985,83460,273872,58208,143312,0,462413,579464,2036445,1921005,2797984,626111,305065,69113,657977,253311,159336,4201019,95966,277836,134081,517023,(L),-29313,201619,43360,-76779,4106,5041413,4718989,1302845,651741,811081,840394,322424,4201019,-29313,38231108.0,588303183.0,1229584.0,75341336.0,926658851.0,-55556917.0,182446092.0,157139160.0,57020787.0,11215947.0,129579406.0,20350167.0,109229239.0,199952.0,43230.0,109229239.0,158413221.0,9167784.0,0.0,40016198.0,769475214.0,158413221.0
